,0,1,log
172,,,"['unable to get the rating', 'unable to get the user rating']"
173,,,"['unable to get the rating', 'unable to get the user rating']"
174,,,"['unable to get the rating', 'unable to get the user rating']"
175,,,"['unable to get the rating', 'unable to get the user rating']"
176,,,"['unable to get the rating', 'unable to get the user rating']"
177,,,"['unable to get the rating', 'unable to get the user rating']"
178,,,"['unable to get the rating', 'unable to get the user rating']"
179,,tbd,['unable to get the rating']
180,,,"['unable to get the rating', 'unable to get the user rating']"
181,,,"['unable to get the rating', 'unable to get the user rating']"
182,,,"['unable to get the rating', 'unable to get the user rating']"
183,,,"['unable to get the rating', 'unable to get the user rating']"
184,,,"['unable to get the rating', 'unable to get the user rating']"
185,,,"['unable to get the rating', 'unable to get the user rating']"
186,,,"['unable to get the rating', 'unable to get the user rating']"
187,,,"['unable to get the rating', 'unable to get the user rating']"
188,,,"['unable to get the rating', 'unable to get the user rating']"
189,,,"['unable to get the rating', 'unable to get the user rating']"
190,,,"['unable to get the rating', 'unable to get the user rating']"
191,,,"['unable to get the rating', 'unable to get the user rating']"
192,65,tbd,[]
193,,,"['unable to get the rating', 'unable to get the user rating']"
194,,tbd,['unable to get the rating']
195,66,5.8,[]
196,,tbd,['unable to get the rating']
197,,,"['unable to get the rating', 'unable to get the user rating']"
198,,,"['unable to get the rating', 'unable to get the user rating']"
199,,,"['unable to get the rating', 'unable to get the user rating']"
200,,,"['unable to get the rating', 'unable to get the user rating']"
201,,,"['unable to get the rating', 'unable to get the user rating']"
202,,,"['unable to get the rating', 'unable to get the user rating']"
203,,,"['unable to get the rating', 'unable to get the user rating']"
204,,,"['unable to get the rating', 'unable to get the user rating']"
205,,,"['unable to get the rating', 'unable to get the user rating']"
206,,,"['unable to get the rating', 'unable to get the user rating']"
207,,,"['unable to get the rating', 'unable to get the user rating']"
208,,,"['unable to get the rating', 'unable to get the user rating']"
209,,,"['unable to get the rating', 'unable to get the user rating']"
210,,,"['unable to get the rating', 'unable to get the user rating']"
211,,,"['unable to get the rating', 'unable to get the user rating']"
212,,,"['unable to get the rating', 'unable to get the user rating']"
213,,tbd,['unable to get the rating']
214,,tbd,['unable to get the rating']
215,,,"['unable to get the rating', 'unable to get the user rating']"
216,,tbd,['unable to get the rating']
217,,,"['unable to get the rating', 'unable to get the user rating']"
218,,,"['unable to get the rating', 'unable to get the user rating']"
219,,,"['unable to get the rating', 'unable to get the user rating']"
220,66,6.6,[]
221,,,"['unable to get the rating', 'unable to get the user rating']"
222,,tbd,['unable to get the rating']
223,,,"['unable to get the rating', 'unable to get the user rating']"
224,,,"['unable to get the rating', 'unable to get the user rating']"
225,,,"['unable to get the rating', 'unable to get the user rating']"
226,,,"['unable to get the rating', 'unable to get the user rating']"
227,,,"['unable to get the rating', 'unable to get the user rating']"
228,72,7.8,[]
229,,,"['unable to get the rating', 'unable to get the user rating']"
230,,,"['unable to get the rating', 'unable to get the user rating']"
231,58,tbd,[]
232,,tbd,['unable to get the rating']
233,,,"['unable to get the rating', 'unable to get the user rating']"
234,,,"['unable to get the rating', 'unable to get the user rating']"
235,,,"['unable to get the rating', 'unable to get the user rating']"
236,,,"['unable to get the rating', 'unable to get the user rating']"
237,,,"['unable to get the rating', 'unable to get the user rating']"
238,,,"['unable to get the rating', 'unable to get the user rating']"
239,,,"['unable to get the rating', 'unable to get the user rating']"
240,,9.3,['unable to get the rating']
241,,,"['unable to get the rating', 'unable to get the user rating']"
242,,,"['unable to get the rating', 'unable to get the user rating']"
243,,,"['unable to get the rating', 'unable to get the user rating']"
244,,,"['unable to get the rating', 'unable to get the user rating']"
245,47,6.1,[]
246,,,"['unable to get the rating', 'unable to get the user rating']"
247,,tbd,['unable to get the rating']
248,,,"['unable to get the rating', 'unable to get the user rating']"
249,,,"['unable to get the rating', 'unable to get the user rating']"
250,,,"['unable to get the rating', 'unable to get the user rating']"
251,,tbd,['unable to get the rating']
252,,,"['unable to get the rating', 'unable to get the user rating']"
253,,,"['unable to get the rating', 'unable to get the user rating']"
254,,,"['unable to get the rating', 'unable to get the user rating']"
255,,,"['unable to get the rating', 'unable to get the user rating']"
256,,,"['unable to get the rating', 'unable to get the user rating']"
257,,,"['unable to get the rating', 'unable to get the user rating']"
258,,tbd,['unable to get the rating']
259,,,"['unable to get the rating', 'unable to get the user rating']"
260,,tbd,['unable to get the rating']
261,,,"['unable to get the rating', 'unable to get the user rating']"
262,64,6.0,[]
263,,,"['unable to get the rating', 'unable to get the user rating']"
264,,,"['unable to get the rating', 'unable to get the user rating']"
265,,tbd,['unable to get the rating']
266,,,"['unable to get the rating', 'unable to get the user rating']"
267,,,"['unable to get the rating', 'unable to get the user rating']"
268,,,"['unable to get the rating', 'unable to get the user rating']"
269,,,"['unable to get the rating', 'unable to get the user rating']"
270,,,"['unable to get the rating', 'unable to get the user rating']"
271,,,"['unable to get the rating', 'unable to get the user rating']"
272,,tbd,['unable to get the rating']
273,,,"['unable to get the rating', 'unable to get the user rating']"
274,,tbd,['unable to get the rating']
275,,,"['unable to get the rating', 'unable to get the user rating']"
276,,,"['unable to get the rating', 'unable to get the user rating']"
277,,,"['unable to get the rating', 'unable to get the user rating']"
278,,,"['unable to get the rating', 'unable to get the user rating']"
279,,,"['unable to get the rating', 'unable to get the user rating']"
280,,,"['unable to get the rating', 'unable to get the user rating']"
281,,,"['unable to get the rating', 'unable to get the user rating']"
282,,,"['unable to get the rating', 'unable to get the user rating']"
283,,,"['unable to get the rating', 'unable to get the user rating']"
284,,,"['unable to get the rating', 'unable to get the user rating']"
285,47,tbd,[]
286,,,"['unable to get the rating', 'unable to get the user rating']"
287,,,"['unable to get the rating', 'unable to get the user rating']"
288,,,"['unable to get the rating', 'unable to get the user rating']"
289,,,"['unable to get the rating', 'unable to get the user rating']"
290,,,"['unable to get the rating', 'unable to get the user rating']"
291,,,"['unable to get the rating', 'unable to get the user rating']"
292,,,"['unable to get the rating', 'unable to get the user rating']"
293,,,"['unable to get the rating', 'unable to get the user rating']"
294,,,"['unable to get the rating', 'unable to get the user rating']"
295,,,"['unable to get the rating', 'unable to get the user rating']"
296,,,"['unable to get the rating', 'unable to get the user rating']"
297,,,"['unable to get the rating', 'unable to get the user rating']"
298,,,"['unable to get the rating', 'unable to get the user rating']"
299,,tbd,['unable to get the rating']
300,,,"['unable to get the rating', 'unable to get the user rating']"
301,,,"['unable to get the rating', 'unable to get the user rating']"
302,,,"['unable to get the rating', 'unable to get the user rating']"
303,,,"['unable to get the rating', 'unable to get the user rating']"
304,,,"['unable to get the rating', 'unable to get the user rating']"
305,,,"['unable to get the rating', 'unable to get the user rating']"
306,,,"['unable to get the rating', 'unable to get the user rating']"
307,,,"['unable to get the rating', 'unable to get the user rating']"
308,,,"['unable to get the rating', 'unable to get the user rating']"
309,,,"['unable to get the rating', 'unable to get the user rating']"
310,,tbd,['unable to get the rating']
311,,tbd,['unable to get the rating']
312,,,"['unable to get the rating', 'unable to get the user rating']"
313,,,"['unable to get the rating', 'unable to get the user rating']"
314,,tbd,['unable to get the rating']
315,,,"['unable to get the rating', 'unable to get the user rating']"
316,,,"['unable to get the rating', 'unable to get the user rating']"
317,,,"['unable to get the rating', 'unable to get the user rating']"
318,,,"['unable to get the rating', 'unable to get the user rating']"
319,,,"['unable to get the rating', 'unable to get the user rating']"
320,,,"['unable to get the rating', 'unable to get the user rating']"
321,,,"['unable to get the rating', 'unable to get the user rating']"
322,,,"['unable to get the rating', 'unable to get the user rating']"
323,,,"['unable to get the rating', 'unable to get the user rating']"
324,,,"['unable to get the rating', 'unable to get the user rating']"
325,,,"['unable to get the rating', 'unable to get the user rating']"
326,,,"['unable to get the rating', 'unable to get the user rating']"
327,,tbd,['unable to get the rating']
328,,,"['unable to get the rating', 'unable to get the user rating']"
329,,,"['unable to get the rating', 'unable to get the user rating']"
330,,,"['unable to get the rating', 'unable to get the user rating']"
331,,,"['unable to get the rating', 'unable to get the user rating']"
332,,,"['unable to get the rating', 'unable to get the user rating']"
333,,,"['unable to get the rating', 'unable to get the user rating']"
334,,,"['unable to get the rating', 'unable to get the user rating']"
335,,,"['unable to get the rating', 'unable to get the user rating']"
336,,,"['unable to get the rating', 'unable to get the user rating']"
337,,tbd,['unable to get the rating']
338,,,"['unable to get the rating', 'unable to get the user rating']"
339,,,"['unable to get the rating', 'unable to get the user rating']"
340,,,"['unable to get the rating', 'unable to get the user rating']"
341,,,"['unable to get the rating', 'unable to get the user rating']"
342,,,"['unable to get the rating', 'unable to get the user rating']"
343,,,"['unable to get the rating', 'unable to get the user rating']"
344,,,"['unable to get the rating', 'unable to get the user rating']"
345,,,"['unable to get the rating', 'unable to get the user rating']"
346,,,"['unable to get the rating', 'unable to get the user rating']"
347,,tbd,['unable to get the rating']
348,,,"['unable to get the rating', 'unable to get the user rating']"
349,,,"['unable to get the rating', 'unable to get the user rating']"
350,,,"['unable to get the rating', 'unable to get the user rating']"
351,,,"['unable to get the rating', 'unable to get the user rating']"
352,,,"['unable to get the rating', 'unable to get the user rating']"
353,64,6.5,[]
354,,,"['unable to get the rating', 'unable to get the user rating']"
355,,,"['unable to get the rating', 'unable to get the user rating']"
356,,,"['unable to get the rating', 'unable to get the user rating']"
357,40,6.7,[]
358,,,"['unable to get the rating', 'unable to get the user rating']"
359,,tbd,['unable to get the rating']
360,,,"['unable to get the rating', 'unable to get the user rating']"
361,,,"['unable to get the rating', 'unable to get the user rating']"
362,,,"['unable to get the rating', 'unable to get the user rating']"
363,,tbd,['unable to get the rating']
364,,tbd,['unable to get the rating']
365,,tbd,['unable to get the rating']
366,,tbd,['unable to get the rating']
367,58,4.3,[]
368,,,"['unable to get the rating', 'unable to get the user rating']"
369,,,"['unable to get the rating', 'unable to get the user rating']"
370,,tbd,['unable to get the rating']
371,,,"['unable to get the rating', 'unable to get the user rating']"
372,,tbd,['unable to get the rating']
373,,,"['unable to get the rating', 'unable to get the user rating']"
374,,,"['unable to get the rating', 'unable to get the user rating']"
375,,,"['unable to get the rating', 'unable to get the user rating']"
376,,tbd,['unable to get the rating']
377,,,"['unable to get the rating', 'unable to get the user rating']"
378,,tbd,['unable to get the rating']
379,,,"['unable to get the rating', 'unable to get the user rating']"
380,,tbd,['unable to get the rating']
381,,,"['unable to get the rating', 'unable to get the user rating']"
382,,,"['unable to get the rating', 'unable to get the user rating']"
383,,,"['unable to get the rating', 'unable to get the user rating']"
384,,,"['unable to get the rating', 'unable to get the user rating']"
385,,,"['unable to get the rating', 'unable to get the user rating']"
386,,,"['unable to get the rating', 'unable to get the user rating']"
387,,,"['unable to get the rating', 'unable to get the user rating']"
388,,,"['unable to get the rating', 'unable to get the user rating']"
389,,,"['unable to get the rating', 'unable to get the user rating']"
390,,,"['unable to get the rating', 'unable to get the user rating']"
391,55,3.7,[]
392,,,"['unable to get the rating', 'unable to get the user rating']"
393,,,"['unable to get the rating', 'unable to get the user rating']"
394,,tbd,['unable to get the rating']
395,,,"['unable to get the rating', 'unable to get the user rating']"
396,,7.5,['unable to get the rating']
397,,,"['unable to get the rating', 'unable to get the user rating']"
398,,,"['unable to get the rating', 'unable to get the user rating']"
399,,,"['unable to get the rating', 'unable to get the user rating']"
400,,tbd,['unable to get the rating']
401,,,"['unable to get the rating', 'unable to get the user rating']"
402,,,"['unable to get the rating', 'unable to get the user rating']"
403,,,"['unable to get the rating', 'unable to get the user rating']"
404,,,"['unable to get the rating', 'unable to get the user rating']"
405,,,"['unable to get the rating', 'unable to get the user rating']"
406,,,"['unable to get the rating', 'unable to get the user rating']"
407,,7.0,['unable to get the rating']
408,,,"['unable to get the rating', 'unable to get the user rating']"
409,,,"['unable to get the rating', 'unable to get the user rating']"
410,,,"['unable to get the rating', 'unable to get the user rating']"
411,,,"['unable to get the rating', 'unable to get the user rating']"
412,,,"['unable to get the rating', 'unable to get the user rating']"
413,,,"['unable to get the rating', 'unable to get the user rating']"
414,,,"['unable to get the rating', 'unable to get the user rating']"
415,66,tbd,[]
416,,,"['unable to get the rating', 'unable to get the user rating']"
417,,,"['unable to get the rating', 'unable to get the user rating']"
418,,,"['unable to get the rating', 'unable to get the user rating']"
419,,,"['unable to get the rating', 'unable to get the user rating']"
420,,,"['unable to get the rating', 'unable to get the user rating']"
421,,,"['unable to get the rating', 'unable to get the user rating']"
422,,,"['unable to get the rating', 'unable to get the user rating']"
423,,,"['unable to get the rating', 'unable to get the user rating']"
424,,,"['unable to get the rating', 'unable to get the user rating']"
425,,,"['unable to get the rating', 'unable to get the user rating']"
426,,,"['unable to get the rating', 'unable to get the user rating']"
427,,,"['unable to get the rating', 'unable to get the user rating']"
428,,,"['unable to get the rating', 'unable to get the user rating']"
429,,tbd,['unable to get the rating']
430,,,"['unable to get the rating', 'unable to get the user rating']"
431,,,"['unable to get the rating', 'unable to get the user rating']"
432,,,"['unable to get the rating', 'unable to get the user rating']"
433,,,"['unable to get the rating', 'unable to get the user rating']"
434,,,"['unable to get the rating', 'unable to get the user rating']"
435,,,"['unable to get the rating', 'unable to get the user rating']"
436,,,"['unable to get the rating', 'unable to get the user rating']"
437,,,"['unable to get the rating', 'unable to get the user rating']"
438,,,"['unable to get the rating', 'unable to get the user rating']"
439,,,"['unable to get the rating', 'unable to get the user rating']"
440,,,"['unable to get the rating', 'unable to get the user rating']"
441,,,"['unable to get the rating', 'unable to get the user rating']"
442,,,"['unable to get the rating', 'unable to get the user rating']"
443,,,"['unable to get the rating', 'unable to get the user rating']"
444,,,"['unable to get the rating', 'unable to get the user rating']"
445,,,"['unable to get the rating', 'unable to get the user rating']"
446,,,"['unable to get the rating', 'unable to get the user rating']"
447,,,"['unable to get the rating', 'unable to get the user rating']"
448,,,"['unable to get the rating', 'unable to get the user rating']"
449,,,"['unable to get the rating', 'unable to get the user rating']"
450,,6.5,['unable to get the rating']
451,,,"['unable to get the rating', 'unable to get the user rating']"
452,,,"['unable to get the rating', 'unable to get the user rating']"
453,,tbd,['unable to get the rating']
454,,,"['unable to get the rating', 'unable to get the user rating']"
455,,,"['unable to get the rating', 'unable to get the user rating']"
456,,,"['unable to get the rating', 'unable to get the user rating']"
457,,,"['unable to get the rating', 'unable to get the user rating']"
458,,,"['unable to get the rating', 'unable to get the user rating']"
459,,,"['unable to get the rating', 'unable to get the user rating']"
460,,,"['unable to get the rating', 'unable to get the user rating']"
461,,,"['unable to get the rating', 'unable to get the user rating']"
462,,,"['unable to get the rating', 'unable to get the user rating']"
463,,,"['unable to get the rating', 'unable to get the user rating']"
464,,,"['unable to get the rating', 'unable to get the user rating']"
465,,,"['unable to get the rating', 'unable to get the user rating']"
466,,,"['unable to get the rating', 'unable to get the user rating']"
467,,,"['unable to get the rating', 'unable to get the user rating']"
468,,tbd,['unable to get the rating']
469,,,"['unable to get the rating', 'unable to get the user rating']"
470,,,"['unable to get the rating', 'unable to get the user rating']"
471,,tbd,['unable to get the rating']
472,,,"['unable to get the rating', 'unable to get the user rating']"
473,,tbd,['unable to get the rating']
474,,,"['unable to get the rating', 'unable to get the user rating']"
475,76,tbd,[]
476,,tbd,['unable to get the rating']
477,,tbd,['unable to get the rating']
478,68,7.0,[]
479,,,"['unable to get the rating', 'unable to get the user rating']"
480,,,"['unable to get the rating', 'unable to get the user rating']"
481,,,"['unable to get the rating', 'unable to get the user rating']"
482,,,"['unable to get the rating', 'unable to get the user rating']"
483,,,"['unable to get the rating', 'unable to get the user rating']"
484,,,"['unable to get the rating', 'unable to get the user rating']"
485,,,"['unable to get the rating', 'unable to get the user rating']"
486,,tbd,['unable to get the rating']
487,,,"['unable to get the rating', 'unable to get the user rating']"
488,,,"['unable to get the rating', 'unable to get the user rating']"
489,,,"['unable to get the rating', 'unable to get the user rating']"
490,,tbd,['unable to get the rating']
491,,,"['unable to get the rating', 'unable to get the user rating']"
492,,,"['unable to get the rating', 'unable to get the user rating']"
493,,tbd,['unable to get the rating']
494,,tbd,['unable to get the rating']
495,,,"['unable to get the rating', 'unable to get the user rating']"
496,,,"['unable to get the rating', 'unable to get the user rating']"
497,,,"['unable to get the rating', 'unable to get the user rating']"
498,,tbd,['unable to get the rating']
499,,,"['unable to get the rating', 'unable to get the user rating']"
500,,,"['unable to get the rating', 'unable to get the user rating']"
501,,,"['unable to get the rating', 'unable to get the user rating']"
502,,,"['unable to get the rating', 'unable to get the user rating']"
503,,,"['unable to get the rating', 'unable to get the user rating']"
504,,,"['unable to get the rating', 'unable to get the user rating']"
505,,,"['unable to get the rating', 'unable to get the user rating']"
506,,,"['unable to get the rating', 'unable to get the user rating']"
507,,,"['unable to get the rating', 'unable to get the user rating']"
508,,tbd,['unable to get the rating']
509,,,"['unable to get the rating', 'unable to get the user rating']"
510,,,"['unable to get the rating', 'unable to get the user rating']"
511,,,"['unable to get the rating', 'unable to get the user rating']"
512,,tbd,['unable to get the rating']
513,,,"['unable to get the rating', 'unable to get the user rating']"
514,,,"['unable to get the rating', 'unable to get the user rating']"
515,,,"['unable to get the rating', 'unable to get the user rating']"
516,,tbd,['unable to get the rating']
517,,tbd,['unable to get the rating']
518,,,"['unable to get the rating', 'unable to get the user rating']"
519,,tbd,['unable to get the rating']
520,,tbd,['unable to get the rating']
521,,,"['unable to get the rating', 'unable to get the user rating']"
522,,,"['unable to get the rating', 'unable to get the user rating']"
523,,,"['unable to get the rating', 'unable to get the user rating']"
524,,,"['unable to get the rating', 'unable to get the user rating']"
525,72,6.5,[]
526,,,"['unable to get the rating', 'unable to get the user rating']"
527,,tbd,['unable to get the rating']
528,,,"['unable to get the rating', 'unable to get the user rating']"
529,,,"['unable to get the rating', 'unable to get the user rating']"
530,,,"['unable to get the rating', 'unable to get the user rating']"
531,,,"['unable to get the rating', 'unable to get the user rating']"
532,,,"['unable to get the rating', 'unable to get the user rating']"
533,,,"['unable to get the rating', 'unable to get the user rating']"
534,,,"['unable to get the rating', 'unable to get the user rating']"
535,,,"['unable to get the rating', 'unable to get the user rating']"
536,,,"['unable to get the rating', 'unable to get the user rating']"
537,,,"['unable to get the rating', 'unable to get the user rating']"
538,,tbd,['unable to get the rating']
539,,,"['unable to get the rating', 'unable to get the user rating']"
540,,,"['unable to get the rating', 'unable to get the user rating']"
541,,,"['unable to get the rating', 'unable to get the user rating']"
542,,,"['unable to get the rating', 'unable to get the user rating']"
543,,,"['unable to get the rating', 'unable to get the user rating']"
544,,,"['unable to get the rating', 'unable to get the user rating']"
545,,,"['unable to get the rating', 'unable to get the user rating']"
546,,,"['unable to get the rating', 'unable to get the user rating']"
547,,tbd,['unable to get the rating']
548,,,"['unable to get the rating', 'unable to get the user rating']"
549,,,"['unable to get the rating', 'unable to get the user rating']"
550,,,"['unable to get the rating', 'unable to get the user rating']"
551,,,"['unable to get the rating', 'unable to get the user rating']"
552,,,"['unable to get the rating', 'unable to get the user rating']"
553,,,"['unable to get the rating', 'unable to get the user rating']"
554,,tbd,['unable to get the rating']
555,,,"['unable to get the rating', 'unable to get the user rating']"
556,,,"['unable to get the rating', 'unable to get the user rating']"
557,,,"['unable to get the rating', 'unable to get the user rating']"
558,,,"['unable to get the rating', 'unable to get the user rating']"
559,,tbd,['unable to get the rating']
560,,,"['unable to get the rating', 'unable to get the user rating']"
561,,,"['unable to get the rating', 'unable to get the user rating']"
562,,,"['unable to get the rating', 'unable to get the user rating']"
563,,,"['unable to get the rating', 'unable to get the user rating']"
564,,tbd,['unable to get the rating']
565,,,"['unable to get the rating', 'unable to get the user rating']"
566,,,"['unable to get the rating', 'unable to get the user rating']"
567,,,"['unable to get the rating', 'unable to get the user rating']"
568,,,"['unable to get the rating', 'unable to get the user rating']"
569,,,"['unable to get the rating', 'unable to get the user rating']"
570,,,"['unable to get the rating', 'unable to get the user rating']"
571,,,"['unable to get the rating', 'unable to get the user rating']"
572,,,"['unable to get the rating', 'unable to get the user rating']"
573,,,"['unable to get the rating', 'unable to get the user rating']"
574,,,"['unable to get the rating', 'unable to get the user rating']"
