,0,1,log
73,,,"['unable to get the rating', 'unable to get the user rating']"
74,,,"['unable to get the rating', 'unable to get the user rating']"
75,,,"['unable to get the rating', 'unable to get the user rating']"
76,,,"['unable to get the rating', 'unable to get the user rating']"
77,,,"['unable to get the rating', 'unable to get the user rating']"
78,,,"['unable to get the rating', 'unable to get the user rating']"
79,,tbd,['unable to get the rating']
80,,,"['unable to get the rating', 'unable to get the user rating']"
81,,,"['unable to get the rating', 'unable to get the user rating']"
82,,,"['unable to get the rating', 'unable to get the user rating']"
83,,,"['unable to get the rating', 'unable to get the user rating']"
84,,,"['unable to get the rating', 'unable to get the user rating']"
85,,,"['unable to get the rating', 'unable to get the user rating']"
86,,,"['unable to get the rating', 'unable to get the user rating']"
87,,,"['unable to get the rating', 'unable to get the user rating']"
88,,,"['unable to get the rating', 'unable to get the user rating']"
89,,,"['unable to get the rating', 'unable to get the user rating']"
90,,,"['unable to get the rating', 'unable to get the user rating']"
91,,,"['unable to get the rating', 'unable to get the user rating']"
92,,,"['unable to get the rating', 'unable to get the user rating']"
93,,,"['unable to get the rating', 'unable to get the user rating']"
94,,,"['unable to get the rating', 'unable to get the user rating']"
95,,,"['unable to get the rating', 'unable to get the user rating']"
96,,,"['unable to get the rating', 'unable to get the user rating']"
97,,,"['unable to get the rating', 'unable to get the user rating']"
98,,,"['unable to get the rating', 'unable to get the user rating']"
99,,,"['unable to get the rating', 'unable to get the user rating']"
100,,,"['unable to get the rating', 'unable to get the user rating']"
101,,tbd,['unable to get the rating']
102,,tbd,['unable to get the rating']
103,,,"['unable to get the rating', 'unable to get the user rating']"
104,,,"['unable to get the rating', 'unable to get the user rating']"
105,51,tbd,[]
106,,,"['unable to get the rating', 'unable to get the user rating']"
107,,tbd,['unable to get the rating']
108,,,"['unable to get the rating', 'unable to get the user rating']"
109,,,"['unable to get the rating', 'unable to get the user rating']"
110,,,"['unable to get the rating', 'unable to get the user rating']"
111,,,"['unable to get the rating', 'unable to get the user rating']"
112,,,"['unable to get the rating', 'unable to get the user rating']"
113,,tbd,['unable to get the rating']
114,,,"['unable to get the rating', 'unable to get the user rating']"
115,,,"['unable to get the rating', 'unable to get the user rating']"
116,,,"['unable to get the rating', 'unable to get the user rating']"
117,,,"['unable to get the rating', 'unable to get the user rating']"
118,,,"['unable to get the rating', 'unable to get the user rating']"
119,,,"['unable to get the rating', 'unable to get the user rating']"
120,,,"['unable to get the rating', 'unable to get the user rating']"
121,,,"['unable to get the rating', 'unable to get the user rating']"
122,,,"['unable to get the rating', 'unable to get the user rating']"
123,,,"['unable to get the rating', 'unable to get the user rating']"
124,,,"['unable to get the rating', 'unable to get the user rating']"
125,,,"['unable to get the rating', 'unable to get the user rating']"
126,,,"['unable to get the rating', 'unable to get the user rating']"
127,,,"['unable to get the rating', 'unable to get the user rating']"
128,,,"['unable to get the rating', 'unable to get the user rating']"
129,,,"['unable to get the rating', 'unable to get the user rating']"
130,,,"['unable to get the rating', 'unable to get the user rating']"
131,,,"['unable to get the rating', 'unable to get the user rating']"
132,,,"['unable to get the rating', 'unable to get the user rating']"
133,,,"['unable to get the rating', 'unable to get the user rating']"
134,,,"['unable to get the rating', 'unable to get the user rating']"
135,,,"['unable to get the rating', 'unable to get the user rating']"
136,,,"['unable to get the rating', 'unable to get the user rating']"
137,,,"['unable to get the rating', 'unable to get the user rating']"
138,,,"['unable to get the rating', 'unable to get the user rating']"
139,,,"['unable to get the rating', 'unable to get the user rating']"
140,,,"['unable to get the rating', 'unable to get the user rating']"
141,,,"['unable to get the rating', 'unable to get the user rating']"
142,,,"['unable to get the rating', 'unable to get the user rating']"
143,,,"['unable to get the rating', 'unable to get the user rating']"
144,,,"['unable to get the rating', 'unable to get the user rating']"
145,,,"['unable to get the rating', 'unable to get the user rating']"
146,,tbd,['unable to get the rating']
147,,,"['unable to get the rating', 'unable to get the user rating']"
148,,,"['unable to get the rating', 'unable to get the user rating']"
149,,,"['unable to get the rating', 'unable to get the user rating']"
150,,,"['unable to get the rating', 'unable to get the user rating']"
151,,,"['unable to get the rating', 'unable to get the user rating']"
152,,,"['unable to get the rating', 'unable to get the user rating']"
153,,,"['unable to get the rating', 'unable to get the user rating']"
154,,,"['unable to get the rating', 'unable to get the user rating']"
155,,,"['unable to get the rating', 'unable to get the user rating']"
156,,,"['unable to get the rating', 'unable to get the user rating']"
157,,,"['unable to get the rating', 'unable to get the user rating']"
158,,,"['unable to get the rating', 'unable to get the user rating']"
159,,,"['unable to get the rating', 'unable to get the user rating']"
160,,,"['unable to get the rating', 'unable to get the user rating']"
161,,,"['unable to get the rating', 'unable to get the user rating']"
162,,,"['unable to get the rating', 'unable to get the user rating']"
163,,,"['unable to get the rating', 'unable to get the user rating']"
164,,,"['unable to get the rating', 'unable to get the user rating']"
165,,,"['unable to get the rating', 'unable to get the user rating']"
166,,,"['unable to get the rating', 'unable to get the user rating']"
167,,,"['unable to get the rating', 'unable to get the user rating']"
168,,,"['unable to get the rating', 'unable to get the user rating']"
169,,,"['unable to get the rating', 'unable to get the user rating']"
170,,,"['unable to get the rating', 'unable to get the user rating']"
171,,,"['unable to get the rating', 'unable to get the user rating']"
172,,,"['unable to get the rating', 'unable to get the user rating']"
173,,,"['unable to get the rating', 'unable to get the user rating']"
174,,,"['unable to get the rating', 'unable to get the user rating']"
175,,,"['unable to get the rating', 'unable to get the user rating']"
176,,,"['unable to get the rating', 'unable to get the user rating']"
177,,,"['unable to get the rating', 'unable to get the user rating']"
178,,,"['unable to get the rating', 'unable to get the user rating']"
179,,,"['unable to get the rating', 'unable to get the user rating']"
180,,tbd,['unable to get the rating']
181,,,"['unable to get the rating', 'unable to get the user rating']"
182,,,"['unable to get the rating', 'unable to get the user rating']"
183,,,"['unable to get the rating', 'unable to get the user rating']"
184,,,"['unable to get the rating', 'unable to get the user rating']"
185,,,"['unable to get the rating', 'unable to get the user rating']"
186,,,"['unable to get the rating', 'unable to get the user rating']"
187,,,"['unable to get the rating', 'unable to get the user rating']"
188,,,"['unable to get the rating', 'unable to get the user rating']"
189,,,"['unable to get the rating', 'unable to get the user rating']"
190,,,"['unable to get the rating', 'unable to get the user rating']"
191,,,"['unable to get the rating', 'unable to get the user rating']"
192,,,"['unable to get the rating', 'unable to get the user rating']"
193,,,"['unable to get the rating', 'unable to get the user rating']"
194,,,"['unable to get the rating', 'unable to get the user rating']"
195,,,"['unable to get the rating', 'unable to get the user rating']"
196,,,"['unable to get the rating', 'unable to get the user rating']"
197,,,"['unable to get the rating', 'unable to get the user rating']"
198,,,"['unable to get the rating', 'unable to get the user rating']"
199,,,"['unable to get the rating', 'unable to get the user rating']"
200,,,"['unable to get the rating', 'unable to get the user rating']"
201,,,"['unable to get the rating', 'unable to get the user rating']"
202,,,"['unable to get the rating', 'unable to get the user rating']"
203,,,"['unable to get the rating', 'unable to get the user rating']"
204,,,"['unable to get the rating', 'unable to get the user rating']"
205,,,"['unable to get the rating', 'unable to get the user rating']"
206,,tbd,['unable to get the rating']
207,,,"['unable to get the rating', 'unable to get the user rating']"
208,,,"['unable to get the rating', 'unable to get the user rating']"
209,,,"['unable to get the rating', 'unable to get the user rating']"
210,,,"['unable to get the rating', 'unable to get the user rating']"
211,,tbd,['unable to get the rating']
212,,,"['unable to get the rating', 'unable to get the user rating']"
213,,,"['unable to get the rating', 'unable to get the user rating']"
214,,,"['unable to get the rating', 'unable to get the user rating']"
215,,,"['unable to get the rating', 'unable to get the user rating']"
216,,,"['unable to get the rating', 'unable to get the user rating']"
217,,,"['unable to get the rating', 'unable to get the user rating']"
218,,,"['unable to get the rating', 'unable to get the user rating']"
219,,tbd,['unable to get the rating']
220,,,"['unable to get the rating', 'unable to get the user rating']"
221,,,"['unable to get the rating', 'unable to get the user rating']"
222,,,"['unable to get the rating', 'unable to get the user rating']"
223,,tbd,['unable to get the rating']
224,,,"['unable to get the rating', 'unable to get the user rating']"
225,,,"['unable to get the rating', 'unable to get the user rating']"
226,,,"['unable to get the rating', 'unable to get the user rating']"
227,,,"['unable to get the rating', 'unable to get the user rating']"
228,,,"['unable to get the rating', 'unable to get the user rating']"
229,,,"['unable to get the rating', 'unable to get the user rating']"
230,,,"['unable to get the rating', 'unable to get the user rating']"
231,,,"['unable to get the rating', 'unable to get the user rating']"
232,,,"['unable to get the rating', 'unable to get the user rating']"
233,,,"['unable to get the rating', 'unable to get the user rating']"
234,,,"['unable to get the rating', 'unable to get the user rating']"
235,,,"['unable to get the rating', 'unable to get the user rating']"
236,,tbd,['unable to get the rating']
237,,,"['unable to get the rating', 'unable to get the user rating']"
238,,,"['unable to get the rating', 'unable to get the user rating']"
239,,,"['unable to get the rating', 'unable to get the user rating']"
240,,,"['unable to get the rating', 'unable to get the user rating']"
241,,,"['unable to get the rating', 'unable to get the user rating']"
242,,,"['unable to get the rating', 'unable to get the user rating']"
243,,,"['unable to get the rating', 'unable to get the user rating']"
244,,,"['unable to get the rating', 'unable to get the user rating']"
245,,,"['unable to get the rating', 'unable to get the user rating']"
246,,,"['unable to get the rating', 'unable to get the user rating']"
247,,,"['unable to get the rating', 'unable to get the user rating']"
248,,,"['unable to get the rating', 'unable to get the user rating']"
249,,,"['unable to get the rating', 'unable to get the user rating']"
250,,,"['unable to get the rating', 'unable to get the user rating']"
251,,,"['unable to get the rating', 'unable to get the user rating']"
252,,,"['unable to get the rating', 'unable to get the user rating']"
253,,,"['unable to get the rating', 'unable to get the user rating']"
254,,,"['unable to get the rating', 'unable to get the user rating']"
255,,,"['unable to get the rating', 'unable to get the user rating']"
256,74,8.2,[]
257,,,"['unable to get the rating', 'unable to get the user rating']"
258,,,"['unable to get the rating', 'unable to get the user rating']"
259,,,"['unable to get the rating', 'unable to get the user rating']"
260,62,7.7,[]
261,,,"['unable to get the rating', 'unable to get the user rating']"
262,,,"['unable to get the rating', 'unable to get the user rating']"
263,,,"['unable to get the rating', 'unable to get the user rating']"
264,,,"['unable to get the rating', 'unable to get the user rating']"
265,,,"['unable to get the rating', 'unable to get the user rating']"
266,,tbd,['unable to get the rating']
267,,,"['unable to get the rating', 'unable to get the user rating']"
268,,,"['unable to get the rating', 'unable to get the user rating']"
269,,,"['unable to get the rating', 'unable to get the user rating']"
270,74,7.2,[]
271,,,"['unable to get the rating', 'unable to get the user rating']"
272,,,"['unable to get the rating', 'unable to get the user rating']"
273,,,"['unable to get the rating', 'unable to get the user rating']"
274,,tbd,['unable to get the rating']
275,,,"['unable to get the rating', 'unable to get the user rating']"
276,,,"['unable to get the rating', 'unable to get the user rating']"
277,,,"['unable to get the rating', 'unable to get the user rating']"
278,,,"['unable to get the rating', 'unable to get the user rating']"
279,,,"['unable to get the rating', 'unable to get the user rating']"
280,,,"['unable to get the rating', 'unable to get the user rating']"
281,,,"['unable to get the rating', 'unable to get the user rating']"
282,,,"['unable to get the rating', 'unable to get the user rating']"
283,,,"['unable to get the rating', 'unable to get the user rating']"
284,,,"['unable to get the rating', 'unable to get the user rating']"
285,,,"['unable to get the rating', 'unable to get the user rating']"
286,,,"['unable to get the rating', 'unable to get the user rating']"
287,,,"['unable to get the rating', 'unable to get the user rating']"
288,,,"['unable to get the rating', 'unable to get the user rating']"
289,,,"['unable to get the rating', 'unable to get the user rating']"
290,,,"['unable to get the rating', 'unable to get the user rating']"
291,,,"['unable to get the rating', 'unable to get the user rating']"
292,,,"['unable to get the rating', 'unable to get the user rating']"
293,,,"['unable to get the rating', 'unable to get the user rating']"
294,,,"['unable to get the rating', 'unable to get the user rating']"
295,,tbd,['unable to get the rating']
