,0,1,log
69,,,"['unable to get the rating', 'unable to get the user rating']"
70,,,"['unable to get the rating', 'unable to get the user rating']"
71,,,"['unable to get the rating', 'unable to get the user rating']"
72,,,"['unable to get the rating', 'unable to get the user rating']"
73,,,"['unable to get the rating', 'unable to get the user rating']"
74,,,"['unable to get the rating', 'unable to get the user rating']"
75,,,"['unable to get the rating', 'unable to get the user rating']"
76,,6.0,['unable to get the rating']
77,,,"['unable to get the rating', 'unable to get the user rating']"
78,,,"['unable to get the rating', 'unable to get the user rating']"
79,,,"['unable to get the rating', 'unable to get the user rating']"
80,,,"['unable to get the rating', 'unable to get the user rating']"
81,,,"['unable to get the rating', 'unable to get the user rating']"
82,,,"['unable to get the rating', 'unable to get the user rating']"
83,35,tbd,[]
84,,,"['unable to get the rating', 'unable to get the user rating']"
85,,,"['unable to get the rating', 'unable to get the user rating']"
86,,,"['unable to get the rating', 'unable to get the user rating']"
87,,,"['unable to get the rating', 'unable to get the user rating']"
88,,,"['unable to get the rating', 'unable to get the user rating']"
89,,,"['unable to get the rating', 'unable to get the user rating']"
90,,,"['unable to get the rating', 'unable to get the user rating']"
91,,,"['unable to get the rating', 'unable to get the user rating']"
92,,,"['unable to get the rating', 'unable to get the user rating']"
93,,,"['unable to get the rating', 'unable to get the user rating']"
94,,,"['unable to get the rating', 'unable to get the user rating']"
95,,,"['unable to get the rating', 'unable to get the user rating']"
96,,,"['unable to get the rating', 'unable to get the user rating']"
97,,,"['unable to get the rating', 'unable to get the user rating']"
98,,,"['unable to get the rating', 'unable to get the user rating']"
99,,,"['unable to get the rating', 'unable to get the user rating']"
100,,,"['unable to get the rating', 'unable to get the user rating']"
101,,,"['unable to get the rating', 'unable to get the user rating']"
102,,,"['unable to get the rating', 'unable to get the user rating']"
103,,,"['unable to get the rating', 'unable to get the user rating']"
104,,,"['unable to get the rating', 'unable to get the user rating']"
105,,,"['unable to get the rating', 'unable to get the user rating']"
106,,,"['unable to get the rating', 'unable to get the user rating']"
107,,,"['unable to get the rating', 'unable to get the user rating']"
108,,,"['unable to get the rating', 'unable to get the user rating']"
109,,,"['unable to get the rating', 'unable to get the user rating']"
110,,,"['unable to get the rating', 'unable to get the user rating']"
111,,,"['unable to get the rating', 'unable to get the user rating']"
112,,,"['unable to get the rating', 'unable to get the user rating']"
113,,,"['unable to get the rating', 'unable to get the user rating']"
114,,,"['unable to get the rating', 'unable to get the user rating']"
115,,,"['unable to get the rating', 'unable to get the user rating']"
116,,,"['unable to get the rating', 'unable to get the user rating']"
117,,,"['unable to get the rating', 'unable to get the user rating']"
118,,,"['unable to get the rating', 'unable to get the user rating']"
119,,,"['unable to get the rating', 'unable to get the user rating']"
120,,,"['unable to get the rating', 'unable to get the user rating']"
121,,,"['unable to get the rating', 'unable to get the user rating']"
122,,,"['unable to get the rating', 'unable to get the user rating']"
123,,,"['unable to get the rating', 'unable to get the user rating']"
124,,,"['unable to get the rating', 'unable to get the user rating']"
125,,,"['unable to get the rating', 'unable to get the user rating']"
126,,,"['unable to get the rating', 'unable to get the user rating']"
127,,,"['unable to get the rating', 'unable to get the user rating']"
128,,,"['unable to get the rating', 'unable to get the user rating']"
129,,,"['unable to get the rating', 'unable to get the user rating']"
130,,,"['unable to get the rating', 'unable to get the user rating']"
131,,,"['unable to get the rating', 'unable to get the user rating']"
132,,,"['unable to get the rating', 'unable to get the user rating']"
133,,,"['unable to get the rating', 'unable to get the user rating']"
134,,,"['unable to get the rating', 'unable to get the user rating']"
135,,,"['unable to get the rating', 'unable to get the user rating']"
136,,,"['unable to get the rating', 'unable to get the user rating']"
137,,,"['unable to get the rating', 'unable to get the user rating']"
138,,,"['unable to get the rating', 'unable to get the user rating']"
139,,,"['unable to get the rating', 'unable to get the user rating']"
140,72,6.2,[]
141,,,"['unable to get the rating', 'unable to get the user rating']"
142,80,tbd,[]
143,,,"['unable to get the rating', 'unable to get the user rating']"
144,,,"['unable to get the rating', 'unable to get the user rating']"
145,,,"['unable to get the rating', 'unable to get the user rating']"
146,,tbd,['unable to get the rating']
147,,,"['unable to get the rating', 'unable to get the user rating']"
148,,,"['unable to get the rating', 'unable to get the user rating']"
149,,tbd,['unable to get the rating']
150,,,"['unable to get the rating', 'unable to get the user rating']"
151,,,"['unable to get the rating', 'unable to get the user rating']"
152,,,"['unable to get the rating', 'unable to get the user rating']"
153,,,"['unable to get the rating', 'unable to get the user rating']"
154,,,"['unable to get the rating', 'unable to get the user rating']"
155,,,"['unable to get the rating', 'unable to get the user rating']"
156,,,"['unable to get the rating', 'unable to get the user rating']"
157,,,"['unable to get the rating', 'unable to get the user rating']"
158,,,"['unable to get the rating', 'unable to get the user rating']"
159,,,"['unable to get the rating', 'unable to get the user rating']"
160,,,"['unable to get the rating', 'unable to get the user rating']"
161,,,"['unable to get the rating', 'unable to get the user rating']"
162,,,"['unable to get the rating', 'unable to get the user rating']"
163,,,"['unable to get the rating', 'unable to get the user rating']"
164,,,"['unable to get the rating', 'unable to get the user rating']"
165,,,"['unable to get the rating', 'unable to get the user rating']"
166,,,"['unable to get the rating', 'unable to get the user rating']"
167,,6.6,['unable to get the rating']
168,,,"['unable to get the rating', 'unable to get the user rating']"
169,,tbd,['unable to get the rating']
170,,,"['unable to get the rating', 'unable to get the user rating']"
171,,,"['unable to get the rating', 'unable to get the user rating']"
172,,,"['unable to get the rating', 'unable to get the user rating']"
173,,,"['unable to get the rating', 'unable to get the user rating']"
174,,,"['unable to get the rating', 'unable to get the user rating']"
175,,,"['unable to get the rating', 'unable to get the user rating']"
176,,,"['unable to get the rating', 'unable to get the user rating']"
177,,,"['unable to get the rating', 'unable to get the user rating']"
178,,,"['unable to get the rating', 'unable to get the user rating']"
179,,,"['unable to get the rating', 'unable to get the user rating']"
180,,,"['unable to get the rating', 'unable to get the user rating']"
181,,,"['unable to get the rating', 'unable to get the user rating']"
182,,,"['unable to get the rating', 'unable to get the user rating']"
183,,,"['unable to get the rating', 'unable to get the user rating']"
184,,,"['unable to get the rating', 'unable to get the user rating']"
185,,,"['unable to get the rating', 'unable to get the user rating']"
186,,,"['unable to get the rating', 'unable to get the user rating']"
187,,,"['unable to get the rating', 'unable to get the user rating']"
188,,,"['unable to get the rating', 'unable to get the user rating']"
189,,,"['unable to get the rating', 'unable to get the user rating']"
190,,,"['unable to get the rating', 'unable to get the user rating']"
191,,,"['unable to get the rating', 'unable to get the user rating']"
192,,,"['unable to get the rating', 'unable to get the user rating']"
193,,,"['unable to get the rating', 'unable to get the user rating']"
194,,,"['unable to get the rating', 'unable to get the user rating']"
195,,,"['unable to get the rating', 'unable to get the user rating']"
196,,,"['unable to get the rating', 'unable to get the user rating']"
197,,,"['unable to get the rating', 'unable to get the user rating']"
198,,,"['unable to get the rating', 'unable to get the user rating']"
199,70,7.4,[]
200,,,"['unable to get the rating', 'unable to get the user rating']"
201,,,"['unable to get the rating', 'unable to get the user rating']"
202,,,"['unable to get the rating', 'unable to get the user rating']"
203,,,"['unable to get the rating', 'unable to get the user rating']"
204,,,"['unable to get the rating', 'unable to get the user rating']"
205,,,"['unable to get the rating', 'unable to get the user rating']"
206,,,"['unable to get the rating', 'unable to get the user rating']"
207,,,"['unable to get the rating', 'unable to get the user rating']"
208,,,"['unable to get the rating', 'unable to get the user rating']"
209,,,"['unable to get the rating', 'unable to get the user rating']"
210,,,"['unable to get the rating', 'unable to get the user rating']"
211,,,"['unable to get the rating', 'unable to get the user rating']"
212,,,"['unable to get the rating', 'unable to get the user rating']"
213,,,"['unable to get the rating', 'unable to get the user rating']"
214,,,"['unable to get the rating', 'unable to get the user rating']"
215,,,"['unable to get the rating', 'unable to get the user rating']"
216,,,"['unable to get the rating', 'unable to get the user rating']"
217,,,"['unable to get the rating', 'unable to get the user rating']"
218,,,"['unable to get the rating', 'unable to get the user rating']"
219,,,"['unable to get the rating', 'unable to get the user rating']"
220,,,"['unable to get the rating', 'unable to get the user rating']"
221,,,"['unable to get the rating', 'unable to get the user rating']"
222,,,"['unable to get the rating', 'unable to get the user rating']"
223,,,"['unable to get the rating', 'unable to get the user rating']"
224,,,"['unable to get the rating', 'unable to get the user rating']"
225,,,"['unable to get the rating', 'unable to get the user rating']"
226,,,"['unable to get the rating', 'unable to get the user rating']"
227,,,"['unable to get the rating', 'unable to get the user rating']"
228,,,"['unable to get the rating', 'unable to get the user rating']"
229,,,"['unable to get the rating', 'unable to get the user rating']"
230,,,"['unable to get the rating', 'unable to get the user rating']"
231,,,"['unable to get the rating', 'unable to get the user rating']"
232,,,"['unable to get the rating', 'unable to get the user rating']"
233,,,"['unable to get the rating', 'unable to get the user rating']"
234,,tbd,['unable to get the rating']
235,,tbd,['unable to get the rating']
236,,,"['unable to get the rating', 'unable to get the user rating']"
237,,,"['unable to get the rating', 'unable to get the user rating']"
238,,,"['unable to get the rating', 'unable to get the user rating']"
239,,,"['unable to get the rating', 'unable to get the user rating']"
240,,,"['unable to get the rating', 'unable to get the user rating']"
241,,,"['unable to get the rating', 'unable to get the user rating']"
242,,6.0,['unable to get the rating']
243,,,"['unable to get the rating', 'unable to get the user rating']"
244,,,"['unable to get the rating', 'unable to get the user rating']"
245,,,"['unable to get the rating', 'unable to get the user rating']"
246,,,"['unable to get the rating', 'unable to get the user rating']"
247,,,"['unable to get the rating', 'unable to get the user rating']"
248,,,"['unable to get the rating', 'unable to get the user rating']"
249,,,"['unable to get the rating', 'unable to get the user rating']"
250,,,"['unable to get the rating', 'unable to get the user rating']"
251,,,"['unable to get the rating', 'unable to get the user rating']"
252,,,"['unable to get the rating', 'unable to get the user rating']"
253,,,"['unable to get the rating', 'unable to get the user rating']"
254,,,"['unable to get the rating', 'unable to get the user rating']"
255,,,"['unable to get the rating', 'unable to get the user rating']"
256,,,"['unable to get the rating', 'unable to get the user rating']"
257,,,"['unable to get the rating', 'unable to get the user rating']"
258,,,"['unable to get the rating', 'unable to get the user rating']"
259,,,"['unable to get the rating', 'unable to get the user rating']"
260,66,7.7,[]
261,66,7.7,[]
262,,,"['unable to get the rating', 'unable to get the user rating']"
263,,,"['unable to get the rating', 'unable to get the user rating']"
264,,,"['unable to get the rating', 'unable to get the user rating']"
265,,,"['unable to get the rating', 'unable to get the user rating']"
266,,,"['unable to get the rating', 'unable to get the user rating']"
267,,,"['unable to get the rating', 'unable to get the user rating']"
268,,,"['unable to get the rating', 'unable to get the user rating']"
269,,,"['unable to get the rating', 'unable to get the user rating']"
270,,,"['unable to get the rating', 'unable to get the user rating']"
271,,,"['unable to get the rating', 'unable to get the user rating']"
272,,,"['unable to get the rating', 'unable to get the user rating']"
273,,tbd,['unable to get the rating']
274,,,"['unable to get the rating', 'unable to get the user rating']"
275,,7.9,['unable to get the rating']
276,,,"['unable to get the rating', 'unable to get the user rating']"
277,68,5.3,[]
278,66,6.9,[]
279,,,"['unable to get the rating', 'unable to get the user rating']"
280,,,"['unable to get the rating', 'unable to get the user rating']"
281,,,"['unable to get the rating', 'unable to get the user rating']"
282,,,"['unable to get the rating', 'unable to get the user rating']"
283,,,"['unable to get the rating', 'unable to get the user rating']"
284,,,"['unable to get the rating', 'unable to get the user rating']"
285,,,"['unable to get the rating', 'unable to get the user rating']"
286,,,"['unable to get the rating', 'unable to get the user rating']"
287,46,3.7,[]
288,,,"['unable to get the rating', 'unable to get the user rating']"
289,,,"['unable to get the rating', 'unable to get the user rating']"
290,,,"['unable to get the rating', 'unable to get the user rating']"
291,,,"['unable to get the rating', 'unable to get the user rating']"
292,,,"['unable to get the rating', 'unable to get the user rating']"
293,,,"['unable to get the rating', 'unable to get the user rating']"
294,,,"['unable to get the rating', 'unable to get the user rating']"
295,,tbd,['unable to get the rating']
296,,,"['unable to get the rating', 'unable to get the user rating']"
297,,,"['unable to get the rating', 'unable to get the user rating']"
298,,,"['unable to get the rating', 'unable to get the user rating']"
299,,,"['unable to get the rating', 'unable to get the user rating']"
300,,,"['unable to get the rating', 'unable to get the user rating']"
301,,,"['unable to get the rating', 'unable to get the user rating']"
302,,,"['unable to get the rating', 'unable to get the user rating']"
303,,,"['unable to get the rating', 'unable to get the user rating']"
304,,,"['unable to get the rating', 'unable to get the user rating']"
305,,,"['unable to get the rating', 'unable to get the user rating']"
306,,,"['unable to get the rating', 'unable to get the user rating']"
307,,,"['unable to get the rating', 'unable to get the user rating']"
308,,,"['unable to get the rating', 'unable to get the user rating']"
309,,,"['unable to get the rating', 'unable to get the user rating']"
310,,,"['unable to get the rating', 'unable to get the user rating']"
311,,,"['unable to get the rating', 'unable to get the user rating']"
312,,,"['unable to get the rating', 'unable to get the user rating']"
313,,,"['unable to get the rating', 'unable to get the user rating']"
314,,,"['unable to get the rating', 'unable to get the user rating']"
315,,tbd,['unable to get the rating']
316,,,"['unable to get the rating', 'unable to get the user rating']"
317,,,"['unable to get the rating', 'unable to get the user rating']"
318,,,"['unable to get the rating', 'unable to get the user rating']"
319,,,"['unable to get the rating', 'unable to get the user rating']"
320,,tbd,['unable to get the rating']
321,,,"['unable to get the rating', 'unable to get the user rating']"
322,,,"['unable to get the rating', 'unable to get the user rating']"
323,77,6.4,[]
324,,,"['unable to get the rating', 'unable to get the user rating']"
325,,,"['unable to get the rating', 'unable to get the user rating']"
326,,,"['unable to get the rating', 'unable to get the user rating']"
327,,tbd,['unable to get the rating']
328,70,6.5,[]
329,,,"['unable to get the rating', 'unable to get the user rating']"
330,,tbd,['unable to get the rating']
331,58,tbd,[]
332,,tbd,['unable to get the rating']
333,,tbd,['unable to get the rating']
334,,tbd,['unable to get the rating']
335,,tbd,['unable to get the rating']
336,,,"['unable to get the rating', 'unable to get the user rating']"
337,,,"['unable to get the rating', 'unable to get the user rating']"
338,,,"['unable to get the rating', 'unable to get the user rating']"
339,75,tbd,[]
340,75,7.5,[]
341,88,tbd,[]
342,,,"['unable to get the rating', 'unable to get the user rating']"
343,,,"['unable to get the rating', 'unable to get the user rating']"
344,,,"['unable to get the rating', 'unable to get the user rating']"
345,,,"['unable to get the rating', 'unable to get the user rating']"
346,78,8.0,[]
347,,,"['unable to get the rating', 'unable to get the user rating']"
348,67,5.8,[]
349,65,6.8,[]
350,,,"['unable to get the rating', 'unable to get the user rating']"
351,,7.6,['unable to get the rating']
352,61,tbd,[]
353,,tbd,['unable to get the rating']
354,,tbd,['unable to get the rating']
355,73,tbd,[]
356,56,tbd,[]
357,59,tbd,[]
358,75,8.3,[]
359,,,"['unable to get the rating', 'unable to get the user rating']"
360,,,"['unable to get the rating', 'unable to get the user rating']"
361,80,8.6,[]
362,77,8.2,[]
363,,,"['unable to get the rating', 'unable to get the user rating']"
364,62,8.1,[]
365,62,tbd,[]
366,73,7.2,[]
367,40,4.9,[]
368,53,6.3,[]
369,66,tbd,[]
370,69,tbd,[]
371,,tbd,['unable to get the rating']
372,70,tbd,[]
373,80,8.1,[]
374,,,"['unable to get the rating', 'unable to get the user rating']"
375,88,6.9,[]
376,84,6.5,[]
377,81,3.7,[]
378,79,8.0,[]
379,85,8.4,[]
380,87,8.9,[]
381,83,8.1,[]
382,92,8.7,[]
383,82,8.3,[]
384,55,5.8,[]
385,73,8.0,[]
386,75,7.4,[]
387,59,tbd,[]
388,82,7.8,[]
389,77,tbd,[]
390,74,tbd,[]
391,28,tbd,[]
392,68,7.4,[]
393,,,"['unable to get the rating', 'unable to get the user rating']"
394,68,4.7,[]
395,70,8.1,[]
396,,,"['unable to get the rating', 'unable to get the user rating']"
397,,,"['unable to get the rating', 'unable to get the user rating']"
398,81,7.2,[]
399,82,7.3,[]
400,,tbd,['unable to get the rating']
401,66,8.0,[]
402,63,6.8,[]
403,55,7.6,[]
404,,tbd,['unable to get the rating']
405,,,"['unable to get the rating', 'unable to get the user rating']"
406,,tbd,['unable to get the rating']
407,,,"['unable to get the rating', 'unable to get the user rating']"
408,,,"['unable to get the rating', 'unable to get the user rating']"
409,65,7.4,[]
410,73,7.5,[]
411,,tbd,['unable to get the rating']
412,,,"['unable to get the rating', 'unable to get the user rating']"
413,,,"['unable to get the rating', 'unable to get the user rating']"
414,,,"['unable to get the rating', 'unable to get the user rating']"
415,,,"['unable to get the rating', 'unable to get the user rating']"
416,,,"['unable to get the rating', 'unable to get the user rating']"
417,63,tbd,[]
418,,tbd,['unable to get the rating']
419,61,8.6,[]
420,,,"['unable to get the rating', 'unable to get the user rating']"
421,57,tbd,[]
422,,,"['unable to get the rating', 'unable to get the user rating']"
423,,,"['unable to get the rating', 'unable to get the user rating']"
424,,,"['unable to get the rating', 'unable to get the user rating']"
425,,,"['unable to get the rating', 'unable to get the user rating']"
426,,,"['unable to get the rating', 'unable to get the user rating']"
427,,,"['unable to get the rating', 'unable to get the user rating']"
428,90,8.6,[]
429,84,8.2,[]
430,54,4.7,[]
431,62,3.9,[]
432,70,7.4,[]
433,,,"['unable to get the rating', 'unable to get the user rating']"
434,,,"['unable to get the rating', 'unable to get the user rating']"
435,79,7.9,[]
436,54,5.7,[]
437,81,7.1,[]
438,,tbd,['unable to get the rating']
439,77,7.2,[]
440,67,6.6,[]
441,68,6.0,[]
442,66,6.9,[]
443,,,"['unable to get the rating', 'unable to get the user rating']"
444,63,6.7,[]
445,62,7.2,[]
446,79,7.1,[]
447,81,7.9,[]
448,77,8.0,[]
449,77,8.0,[]
450,82,8.1,[]
451,,,"['unable to get the rating', 'unable to get the user rating']"
452,,,"['unable to get the rating', 'unable to get the user rating']"
453,,tbd,['unable to get the rating']
454,65,tbd,[]
455,59,5.6,[]
456,47,tbd,[]
457,79,7.6,[]
458,76,7.3,[]
459,75,tbd,[]
460,,8.3,['unable to get the rating']
461,,tbd,['unable to get the rating']
462,52,7.8,[]
463,75,9.0,[]
464,33,3.2,[]
465,,,"['unable to get the rating', 'unable to get the user rating']"
466,75,tbd,[]
467,49,tbd,[]
468,77,7.5,[]
469,,,"['unable to get the rating', 'unable to get the user rating']"
470,,,"['unable to get the rating', 'unable to get the user rating']"
471,,,"['unable to get the rating', 'unable to get the user rating']"
472,,,"['unable to get the rating', 'unable to get the user rating']"
473,,tbd,['unable to get the rating']
474,,,"['unable to get the rating', 'unable to get the user rating']"
475,,tbd,['unable to get the rating']
476,52,7.5,[]
477,49,tbd,[]
478,,,"['unable to get the rating', 'unable to get the user rating']"
479,76,8.8,[]
480,,,"['unable to get the rating', 'unable to get the user rating']"
481,81,8.5,[]
482,,,"['unable to get the rating', 'unable to get the user rating']"
483,81,8.4,[]
484,,,"['unable to get the rating', 'unable to get the user rating']"
485,,,"['unable to get the rating', 'unable to get the user rating']"
486,82,8.4,[]
487,,,"['unable to get the rating', 'unable to get the user rating']"
488,,7.7,['unable to get the rating']
489,,,"['unable to get the rating', 'unable to get the user rating']"
490,,,"['unable to get the rating', 'unable to get the user rating']"
491,,,"['unable to get the rating', 'unable to get the user rating']"
492,,,"['unable to get the rating', 'unable to get the user rating']"
493,,,"['unable to get the rating', 'unable to get the user rating']"
494,,,"['unable to get the rating', 'unable to get the user rating']"
495,49,5.5,[]
496,,tbd,['unable to get the rating']
497,,,"['unable to get the rating', 'unable to get the user rating']"
498,55,tbd,[]
499,,7.5,['unable to get the rating']
500,,tbd,['unable to get the rating']
501,61,5.8,[]
502,76,6.7,[]
503,83,6.9,[]
504,84,8.1,[]
505,71,7.4,[]
506,57,tbd,[]
507,,7.8,['unable to get the rating']
508,,,"['unable to get the rating', 'unable to get the user rating']"
509,27,6.6,[]
510,,tbd,['unable to get the rating']
511,71,7.0,[]
512,83,7.8,[]
513,79,7.9,[]
514,87,7.9,[]
515,69,8.0,[]
516,77,8.1,[]
517,,,"['unable to get the rating', 'unable to get the user rating']"
518,71,8.3,[]
519,59,7.8,[]
520,66,6.0,[]
521,,tbd,['unable to get the rating']
522,,,"['unable to get the rating', 'unable to get the user rating']"
523,,,"['unable to get the rating', 'unable to get the user rating']"
524,,,"['unable to get the rating', 'unable to get the user rating']"
525,64,7.1,[]
526,38,3.2,[]
527,61,7.8,[]
528,39,4.0,[]
529,58,4.8,[]
530,60,5.9,[]
531,60,6.6,[]
532,,,"['unable to get the rating', 'unable to get the user rating']"
533,94,9.0,[]
534,84,8.3,[]
535,47,6.4,[]
536,,tbd,['unable to get the rating']
537,,,"['unable to get the rating', 'unable to get the user rating']"
538,,,"['unable to get the rating', 'unable to get the user rating']"
539,,,"['unable to get the rating', 'unable to get the user rating']"
540,,,"['unable to get the rating', 'unable to get the user rating']"
541,,,"['unable to get the rating', 'unable to get the user rating']"
542,,,"['unable to get the rating', 'unable to get the user rating']"
543,,,"['unable to get the rating', 'unable to get the user rating']"
544,,,"['unable to get the rating', 'unable to get the user rating']"
545,,,"['unable to get the rating', 'unable to get the user rating']"
546,,,"['unable to get the rating', 'unable to get the user rating']"
547,,,"['unable to get the rating', 'unable to get the user rating']"
548,,,"['unable to get the rating', 'unable to get the user rating']"
549,,,"['unable to get the rating', 'unable to get the user rating']"
550,,,"['unable to get the rating', 'unable to get the user rating']"
551,,,"['unable to get the rating', 'unable to get the user rating']"
552,,,"['unable to get the rating', 'unable to get the user rating']"
553,,,"['unable to get the rating', 'unable to get the user rating']"
554,77,7.8,[]
555,,7.9,['unable to get the rating']
556,,,"['unable to get the rating', 'unable to get the user rating']"
557,,,"['unable to get the rating', 'unable to get the user rating']"
558,,,"['unable to get the rating', 'unable to get the user rating']"
559,,,"['unable to get the rating', 'unable to get the user rating']"
560,,,"['unable to get the rating', 'unable to get the user rating']"
561,,tbd,['unable to get the rating']
562,24,3.4,[]
563,,,"['unable to get the rating', 'unable to get the user rating']"
564,,,"['unable to get the rating', 'unable to get the user rating']"
565,,,"['unable to get the rating', 'unable to get the user rating']"
566,,tbd,['unable to get the rating']
567,,,"['unable to get the rating', 'unable to get the user rating']"
568,,,"['unable to get the rating', 'unable to get the user rating']"
569,,,"['unable to get the rating', 'unable to get the user rating']"
570,,,"['unable to get the rating', 'unable to get the user rating']"
571,,,"['unable to get the rating', 'unable to get the user rating']"
572,,,"['unable to get the rating', 'unable to get the user rating']"
573,,,"['unable to get the rating', 'unable to get the user rating']"
574,55,8.3,[]
575,,tbd,['unable to get the rating']
576,,,"['unable to get the rating', 'unable to get the user rating']"
577,46,6.1,[]
578,,,"['unable to get the rating', 'unable to get the user rating']"
579,79,tbd,[]
580,68,7.5,[]
581,,,"['unable to get the rating', 'unable to get the user rating']"
582,,6.4,['unable to get the rating']
583,,,"['unable to get the rating', 'unable to get the user rating']"
584,,,"['unable to get the rating', 'unable to get the user rating']"
585,,,"['unable to get the rating', 'unable to get the user rating']"
586,,tbd,['unable to get the rating']
587,78,8.5,[]
588,,,"['unable to get the rating', 'unable to get the user rating']"
589,,,"['unable to get the rating', 'unable to get the user rating']"
590,,,"['unable to get the rating', 'unable to get the user rating']"
591,,,"['unable to get the rating', 'unable to get the user rating']"
592,,,"['unable to get the rating', 'unable to get the user rating']"
593,,,"['unable to get the rating', 'unable to get the user rating']"
594,,,"['unable to get the rating', 'unable to get the user rating']"
595,,,"['unable to get the rating', 'unable to get the user rating']"
596,,,"['unable to get the rating', 'unable to get the user rating']"
597,,,"['unable to get the rating', 'unable to get the user rating']"
598,,tbd,['unable to get the rating']
599,,,"['unable to get the rating', 'unable to get the user rating']"
600,37,6.7,[]
601,59,tbd,[]
602,,,"['unable to get the rating', 'unable to get the user rating']"
603,,,"['unable to get the rating', 'unable to get the user rating']"
604,,8.0,['unable to get the rating']
605,,,"['unable to get the rating', 'unable to get the user rating']"
606,,,"['unable to get the rating', 'unable to get the user rating']"
607,,,"['unable to get the rating', 'unable to get the user rating']"
608,,,"['unable to get the rating', 'unable to get the user rating']"
609,34,tbd,[]
610,,,"['unable to get the rating', 'unable to get the user rating']"
611,,7.7,['unable to get the rating']
612,,,"['unable to get the rating', 'unable to get the user rating']"
613,71,7.8,[]
614,56,6.4,[]
615,,,"['unable to get the rating', 'unable to get the user rating']"
616,,,"['unable to get the rating', 'unable to get the user rating']"
617,,tbd,['unable to get the rating']
618,,,"['unable to get the rating', 'unable to get the user rating']"
619,55,7.3,[]
620,,,"['unable to get the rating', 'unable to get the user rating']"
621,,,"['unable to get the rating', 'unable to get the user rating']"
