,0,1,log
83,,,"['unable to get the rating', 'unable to get the user rating']"
84,,,"['unable to get the rating', 'unable to get the user rating']"
85,,,"['unable to get the rating', 'unable to get the user rating']"
86,,,"['unable to get the rating', 'unable to get the user rating']"
87,,,"['unable to get the rating', 'unable to get the user rating']"
88,,,"['unable to get the rating', 'unable to get the user rating']"
89,,,"['unable to get the rating', 'unable to get the user rating']"
90,,,"['unable to get the rating', 'unable to get the user rating']"
91,,,"['unable to get the rating', 'unable to get the user rating']"
92,9,8.4,[]
93,NR,-,[]
94,,,"['unable to get the rating', 'unable to get the user rating']"
95,,,"['unable to get the rating', 'unable to get the user rating']"
96,NR,5,[]
97,,,"['unable to get the rating', 'unable to get the user rating']"
98,,,"['unable to get the rating', 'unable to get the user rating']"
99,,,"['unable to get the rating', 'unable to get the user rating']"
100,,,"['unable to get the rating', 'unable to get the user rating']"
101,,,"['unable to get the rating', 'unable to get the user rating']"
102,NR,7,[]
103,NR,,['unable to get the user rating']
104,,,"['unable to get the rating', 'unable to get the user rating']"
105,,,"['unable to get the rating', 'unable to get the user rating']"
106,,,"['unable to get the rating', 'unable to get the user rating']"
107,,,"['unable to get the rating', 'unable to get the user rating']"
108,,,"['unable to get the rating', 'unable to get the user rating']"
109,,,"['unable to get the rating', 'unable to get the user rating']"
110,NR,6,[]
111,,,"['unable to get the rating', 'unable to get the user rating']"
112,,,"['unable to get the rating', 'unable to get the user rating']"
113,,,"['unable to get the rating', 'unable to get the user rating']"
114,,,"['unable to get the rating', 'unable to get the user rating']"
115,,,"['unable to get the rating', 'unable to get the user rating']"
116,,,"['unable to get the rating', 'unable to get the user rating']"
117,NR,-,[]
118,NR,-,[]
119,,,"['unable to get the rating', 'unable to get the user rating']"
120,,,"['unable to get the rating', 'unable to get the user rating']"
121,,,"['unable to get the rating', 'unable to get the user rating']"
122,7.7,3,[]
123,,,"['unable to get the rating', 'unable to get the user rating']"
124,,,"['unable to get the rating', 'unable to get the user rating']"
125,NR,9.5,[]
126,,,"['unable to get the rating', 'unable to get the user rating']"
127,,,"['unable to get the rating', 'unable to get the user rating']"
128,,,"['unable to get the rating', 'unable to get the user rating']"
129,,,"['unable to get the rating', 'unable to get the user rating']"
130,NR,-,[]
131,,,"['unable to get the rating', 'unable to get the user rating']"
132,,,"['unable to get the rating', 'unable to get the user rating']"
133,,,"['unable to get the rating', 'unable to get the user rating']"
134,,,"['unable to get the rating', 'unable to get the user rating']"
135,NR,-,[]
136,,,"['unable to get the rating', 'unable to get the user rating']"
137,,,"['unable to get the rating', 'unable to get the user rating']"
138,NR,7,[]
139,NR,,['unable to get the user rating']
140,,,"['unable to get the rating', 'unable to get the user rating']"
141,NR,6,[]
142,9,-,[]
143,,,"['unable to get the rating', 'unable to get the user rating']"
144,,,"['unable to get the rating', 'unable to get the user rating']"
145,NR,7.3,[]
146,,,"['unable to get the rating', 'unable to get the user rating']"
147,,,"['unable to get the rating', 'unable to get the user rating']"
148,,,"['unable to get the rating', 'unable to get the user rating']"
149,,,"['unable to get the rating', 'unable to get the user rating']"
150,,,"['unable to get the rating', 'unable to get the user rating']"
151,,,"['unable to get the rating', 'unable to get the user rating']"
152,,,"['unable to get the rating', 'unable to get the user rating']"
153,,,"['unable to get the rating', 'unable to get the user rating']"
154,,,"['unable to get the rating', 'unable to get the user rating']"
155,,,"['unable to get the rating', 'unable to get the user rating']"
156,,,"['unable to get the rating', 'unable to get the user rating']"
157,,,"['unable to get the rating', 'unable to get the user rating']"
158,5.5,6,[]
159,,,"['unable to get the rating', 'unable to get the user rating']"
160,NR,8,[]
161,,,"['unable to get the rating', 'unable to get the user rating']"
162,,,"['unable to get the rating', 'unable to get the user rating']"
163,,,"['unable to get the rating', 'unable to get the user rating']"
164,,,"['unable to get the rating', 'unable to get the user rating']"
165,,,"['unable to get the rating', 'unable to get the user rating']"
166,,,"['unable to get the rating', 'unable to get the user rating']"
167,,,"['unable to get the rating', 'unable to get the user rating']"
168,,,"['unable to get the rating', 'unable to get the user rating']"
169,NR,6.5,[]
170,,,"['unable to get the rating', 'unable to get the user rating']"
171,,,"['unable to get the rating', 'unable to get the user rating']"
172,,,"['unable to get the rating', 'unable to get the user rating']"
173,,,"['unable to get the rating', 'unable to get the user rating']"
174,NR,7.5,[]
175,8.7,8,[]
176,,,"['unable to get the rating', 'unable to get the user rating']"
177,NR,,['unable to get the user rating']
178,NR,-,[]
179,NR,7,[]
180,,,"['unable to get the rating', 'unable to get the user rating']"
181,,,"['unable to get the rating', 'unable to get the user rating']"
182,,,"['unable to get the rating', 'unable to get the user rating']"
183,,,"['unable to get the rating', 'unable to get the user rating']"
184,,,"['unable to get the rating', 'unable to get the user rating']"
185,,,"['unable to get the rating', 'unable to get the user rating']"
186,NR,-,[]
187,,,"['unable to get the rating', 'unable to get the user rating']"
188,,,"['unable to get the rating', 'unable to get the user rating']"
189,,,"['unable to get the rating', 'unable to get the user rating']"
190,,,"['unable to get the rating', 'unable to get the user rating']"
191,NR,-,[]
192,NR,-,[]
193,,,"['unable to get the rating', 'unable to get the user rating']"
194,NR,-,[]
195,,,"['unable to get the rating', 'unable to get the user rating']"
196,2,5.3,[]
197,NR,5.4,[]
198,,,"['unable to get the rating', 'unable to get the user rating']"
199,,,"['unable to get the rating', 'unable to get the user rating']"
200,,,"['unable to get the rating', 'unable to get the user rating']"
201,,,"['unable to get the rating', 'unable to get the user rating']"
202,,,"['unable to get the rating', 'unable to get the user rating']"
203,,,"['unable to get the rating', 'unable to get the user rating']"
204,6.5,6,[]
205,,,"['unable to get the rating', 'unable to get the user rating']"
206,NR,4,[]
207,,,"['unable to get the rating', 'unable to get the user rating']"
208,,,"['unable to get the rating', 'unable to get the user rating']"
209,,,"['unable to get the rating', 'unable to get the user rating']"
210,,,"['unable to get the rating', 'unable to get the user rating']"
211,,,"['unable to get the rating', 'unable to get the user rating']"
212,,,"['unable to get the rating', 'unable to get the user rating']"
213,NR,,['unable to get the user rating']
214,NR,5,[]
215,,,"['unable to get the rating', 'unable to get the user rating']"
216,,,"['unable to get the rating', 'unable to get the user rating']"
217,,,"['unable to get the rating', 'unable to get the user rating']"
218,,,"['unable to get the rating', 'unable to get the user rating']"
219,,,"['unable to get the rating', 'unable to get the user rating']"
220,,,"['unable to get the rating', 'unable to get the user rating']"
221,,,"['unable to get the rating', 'unable to get the user rating']"
222,,,"['unable to get the rating', 'unable to get the user rating']"
223,,,"['unable to get the rating', 'unable to get the user rating']"
224,NR,-,[]
225,,,"['unable to get the rating', 'unable to get the user rating']"
226,7.2,7.5,[]
227,NR,9,[]
228,,,"['unable to get the rating', 'unable to get the user rating']"
229,6.5,-,[]
230,,,"['unable to get the rating', 'unable to get the user rating']"
231,,,"['unable to get the rating', 'unable to get the user rating']"
232,,,"['unable to get the rating', 'unable to get the user rating']"
233,,,"['unable to get the rating', 'unable to get the user rating']"
234,,,"['unable to get the rating', 'unable to get the user rating']"
235,,,"['unable to get the rating', 'unable to get the user rating']"
236,,,"['unable to get the rating', 'unable to get the user rating']"
237,,,"['unable to get the rating', 'unable to get the user rating']"
238,,,"['unable to get the rating', 'unable to get the user rating']"
239,,,"['unable to get the rating', 'unable to get the user rating']"
240,,,"['unable to get the rating', 'unable to get the user rating']"
241,,,"['unable to get the rating', 'unable to get the user rating']"
242,NR,-,[]
243,,,"['unable to get the rating', 'unable to get the user rating']"
244,,,"['unable to get the rating', 'unable to get the user rating']"
245,NR,-,[]
246,NR,-,[]
247,,,"['unable to get the rating', 'unable to get the user rating']"
248,,,"['unable to get the rating', 'unable to get the user rating']"
249,,,"['unable to get the rating', 'unable to get the user rating']"
250,NR,7,[]
251,,,"['unable to get the rating', 'unable to get the user rating']"
252,,,"['unable to get the rating', 'unable to get the user rating']"
253,,,"['unable to get the rating', 'unable to get the user rating']"
254,,,"['unable to get the rating', 'unable to get the user rating']"
255,,,"['unable to get the rating', 'unable to get the user rating']"
256,NR,6.7,[]
257,NR,,['unable to get the user rating']
258,,,"['unable to get the rating', 'unable to get the user rating']"
259,,,"['unable to get the rating', 'unable to get the user rating']"
260,,,"['unable to get the rating', 'unable to get the user rating']"
261,7.5,6.5,[]
262,,,"['unable to get the rating', 'unable to get the user rating']"
263,,,"['unable to get the rating', 'unable to get the user rating']"
264,,,"['unable to get the rating', 'unable to get the user rating']"
265,,,"['unable to get the rating', 'unable to get the user rating']"
266,,,"['unable to get the rating', 'unable to get the user rating']"
267,,,"['unable to get the rating', 'unable to get the user rating']"
268,,,"['unable to get the rating', 'unable to get the user rating']"
269,,,"['unable to get the rating', 'unable to get the user rating']"
270,,,"['unable to get the rating', 'unable to get the user rating']"
271,,,"['unable to get the rating', 'unable to get the user rating']"
272,NR,-,[]
273,,,"['unable to get the rating', 'unable to get the user rating']"
274,,,"['unable to get the rating', 'unable to get the user rating']"
275,,,"['unable to get the rating', 'unable to get the user rating']"
276,NR,8.5,[]
277,,,"['unable to get the rating', 'unable to get the user rating']"
278,,,"['unable to get the rating', 'unable to get the user rating']"
279,,,"['unable to get the rating', 'unable to get the user rating']"
280,,,"['unable to get the rating', 'unable to get the user rating']"
281,NR,9,[]
282,NR,,['unable to get the user rating']
283,,,"['unable to get the rating', 'unable to get the user rating']"
284,,,"['unable to get the rating', 'unable to get the user rating']"
285,,,"['unable to get the rating', 'unable to get the user rating']"
286,,,"['unable to get the rating', 'unable to get the user rating']"
287,,,"['unable to get the rating', 'unable to get the user rating']"
288,,,"['unable to get the rating', 'unable to get the user rating']"
289,,,"['unable to get the rating', 'unable to get the user rating']"
290,,,"['unable to get the rating', 'unable to get the user rating']"
291,,,"['unable to get the rating', 'unable to get the user rating']"
292,,,"['unable to get the rating', 'unable to get the user rating']"
293,,,"['unable to get the rating', 'unable to get the user rating']"
294,,,"['unable to get the rating', 'unable to get the user rating']"
295,,,"['unable to get the rating', 'unable to get the user rating']"
296,,,"['unable to get the rating', 'unable to get the user rating']"
297,,,"['unable to get the rating', 'unable to get the user rating']"
298,,,"['unable to get the rating', 'unable to get the user rating']"
299,,,"['unable to get the rating', 'unable to get the user rating']"
300,NR,5,[]
301,,,"['unable to get the rating', 'unable to get the user rating']"
302,,,"['unable to get the rating', 'unable to get the user rating']"
303,,,"['unable to get the rating', 'unable to get the user rating']"
304,,,"['unable to get the rating', 'unable to get the user rating']"
305,,,"['unable to get the rating', 'unable to get the user rating']"
306,,,"['unable to get the rating', 'unable to get the user rating']"
307,NR,7.4,[]
308,NR,-,[]
309,,,"['unable to get the rating', 'unable to get the user rating']"
310,,,"['unable to get the rating', 'unable to get the user rating']"
311,,,"['unable to get the rating', 'unable to get the user rating']"
312,8,7.5,[]
313,NR,4,[]
314,,,"['unable to get the rating', 'unable to get the user rating']"
315,,,"['unable to get the rating', 'unable to get the user rating']"
316,,,"['unable to get the rating', 'unable to get the user rating']"
317,,,"['unable to get the rating', 'unable to get the user rating']"
318,,,"['unable to get the rating', 'unable to get the user rating']"
319,NR,-,[]
320,,,"['unable to get the rating', 'unable to get the user rating']"
321,,,"['unable to get the rating', 'unable to get the user rating']"
322,,,"['unable to get the rating', 'unable to get the user rating']"
323,,,"['unable to get the rating', 'unable to get the user rating']"
324,,,"['unable to get the rating', 'unable to get the user rating']"
325,,,"['unable to get the rating', 'unable to get the user rating']"
326,,,"['unable to get the rating', 'unable to get the user rating']"
327,,,"['unable to get the rating', 'unable to get the user rating']"
328,,,"['unable to get the rating', 'unable to get the user rating']"
329,NR,-,[]
330,NR,-,[]
331,,,"['unable to get the rating', 'unable to get the user rating']"
332,,,"['unable to get the rating', 'unable to get the user rating']"
333,,,"['unable to get the rating', 'unable to get the user rating']"
334,,,"['unable to get the rating', 'unable to get the user rating']"
335,,,"['unable to get the rating', 'unable to get the user rating']"
336,,,"['unable to get the rating', 'unable to get the user rating']"
337,,,"['unable to get the rating', 'unable to get the user rating']"
338,,,"['unable to get the rating', 'unable to get the user rating']"
339,,,"['unable to get the rating', 'unable to get the user rating']"
340,NR,8,[]
341,,,"['unable to get the rating', 'unable to get the user rating']"
342,,,"['unable to get the rating', 'unable to get the user rating']"
343,,,"['unable to get the rating', 'unable to get the user rating']"
344,NR,5,[]
345,NR,-,[]
346,,,"['unable to get the rating', 'unable to get the user rating']"
347,,,"['unable to get the rating', 'unable to get the user rating']"
348,,,"['unable to get the rating', 'unable to get the user rating']"
349,,,"['unable to get the rating', 'unable to get the user rating']"
350,NR,-,[]
351,,,"['unable to get the rating', 'unable to get the user rating']"
352,,,"['unable to get the rating', 'unable to get the user rating']"
353,,,"['unable to get the rating', 'unable to get the user rating']"
354,,,"['unable to get the rating', 'unable to get the user rating']"
355,,,"['unable to get the rating', 'unable to get the user rating']"
356,NR,-,[]
357,7.5,8.4,[]
358,,,"['unable to get the rating', 'unable to get the user rating']"
359,3.5,6,[]
360,5.5,6,[]
361,,,"['unable to get the rating', 'unable to get the user rating']"
362,,,"['unable to get the rating', 'unable to get the user rating']"
363,NR,9,[]
364,,,"['unable to get the rating', 'unable to get the user rating']"
365,,,"['unable to get the rating', 'unable to get the user rating']"
366,,,"['unable to get the rating', 'unable to get the user rating']"
367,NR,10,[]
368,,,"['unable to get the rating', 'unable to get the user rating']"
369,,,"['unable to get the rating', 'unable to get the user rating']"
370,NR,-,[]
371,,,"['unable to get the rating', 'unable to get the user rating']"
372,,,"['unable to get the rating', 'unable to get the user rating']"
373,,,"['unable to get the rating', 'unable to get the user rating']"
374,,,"['unable to get the rating', 'unable to get the user rating']"
375,,,"['unable to get the rating', 'unable to get the user rating']"
376,,,"['unable to get the rating', 'unable to get the user rating']"
377,,,"['unable to get the rating', 'unable to get the user rating']"
378,,,"['unable to get the rating', 'unable to get the user rating']"
379,,,"['unable to get the rating', 'unable to get the user rating']"
380,,,"['unable to get the rating', 'unable to get the user rating']"
381,,,"['unable to get the rating', 'unable to get the user rating']"
382,,,"['unable to get the rating', 'unable to get the user rating']"
383,,,"['unable to get the rating', 'unable to get the user rating']"
384,,,"['unable to get the rating', 'unable to get the user rating']"
385,,,"['unable to get the rating', 'unable to get the user rating']"
386,NR,-,[]
387,,,"['unable to get the rating', 'unable to get the user rating']"
388,,,"['unable to get the rating', 'unable to get the user rating']"
389,,,"['unable to get the rating', 'unable to get the user rating']"
390,,,"['unable to get the rating', 'unable to get the user rating']"
391,,,"['unable to get the rating', 'unable to get the user rating']"
392,,,"['unable to get the rating', 'unable to get the user rating']"
393,,,"['unable to get the rating', 'unable to get the user rating']"
394,,,"['unable to get the rating', 'unable to get the user rating']"
395,4,5,[]
396,,,"['unable to get the rating', 'unable to get the user rating']"
397,8,8.5,[]
398,,,"['unable to get the rating', 'unable to get the user rating']"
399,,,"['unable to get the rating', 'unable to get the user rating']"
400,,,"['unable to get the rating', 'unable to get the user rating']"
401,,,"['unable to get the rating', 'unable to get the user rating']"
402,,,"['unable to get the rating', 'unable to get the user rating']"
403,,,"['unable to get the rating', 'unable to get the user rating']"
404,,,"['unable to get the rating', 'unable to get the user rating']"
405,NR,7,[]
406,,,"['unable to get the rating', 'unable to get the user rating']"
407,,,"['unable to get the rating', 'unable to get the user rating']"
408,,,"['unable to get the rating', 'unable to get the user rating']"
409,,,"['unable to get the rating', 'unable to get the user rating']"
410,,,"['unable to get the rating', 'unable to get the user rating']"
411,NR,-,[]
412,,,"['unable to get the rating', 'unable to get the user rating']"
413,,,"['unable to get the rating', 'unable to get the user rating']"
414,,,"['unable to get the rating', 'unable to get the user rating']"
415,,,"['unable to get the rating', 'unable to get the user rating']"
416,NR,-,[]
417,,,"['unable to get the rating', 'unable to get the user rating']"
418,,,"['unable to get the rating', 'unable to get the user rating']"
419,,,"['unable to get the rating', 'unable to get the user rating']"
420,,,"['unable to get the rating', 'unable to get the user rating']"
421,,,"['unable to get the rating', 'unable to get the user rating']"
422,NR,6.5,[]
423,,,"['unable to get the rating', 'unable to get the user rating']"
424,,,"['unable to get the rating', 'unable to get the user rating']"
425,NR,-,[]
426,,,"['unable to get the rating', 'unable to get the user rating']"
427,,,"['unable to get the rating', 'unable to get the user rating']"
428,NR,7,[]
429,NR,5.5,[]
430,,,"['unable to get the rating', 'unable to get the user rating']"
431,,,"['unable to get the rating', 'unable to get the user rating']"
432,,,"['unable to get the rating', 'unable to get the user rating']"
433,,,"['unable to get the rating', 'unable to get the user rating']"
434,,,"['unable to get the rating', 'unable to get the user rating']"
435,,,"['unable to get the rating', 'unable to get the user rating']"
436,,,"['unable to get the rating', 'unable to get the user rating']"
437,,,"['unable to get the rating', 'unable to get the user rating']"
438,,,"['unable to get the rating', 'unable to get the user rating']"
439,,,"['unable to get the rating', 'unable to get the user rating']"
440,NR,7.5,[]
441,,,"['unable to get the rating', 'unable to get the user rating']"
442,,,"['unable to get the rating', 'unable to get the user rating']"
443,,,"['unable to get the rating', 'unable to get the user rating']"
444,,,"['unable to get the rating', 'unable to get the user rating']"
445,,,"['unable to get the rating', 'unable to get the user rating']"
446,,,"['unable to get the rating', 'unable to get the user rating']"
447,NR,8,[]
448,,,"['unable to get the rating', 'unable to get the user rating']"
449,NR,-,[]
450,,,"['unable to get the rating', 'unable to get the user rating']"
451,7,6.6,[]
452,,,"['unable to get the rating', 'unable to get the user rating']"
453,,,"['unable to get the rating', 'unable to get the user rating']"
454,,,"['unable to get the rating', 'unable to get the user rating']"
455,,,"['unable to get the rating', 'unable to get the user rating']"
456,,,"['unable to get the rating', 'unable to get the user rating']"
457,,,"['unable to get the rating', 'unable to get the user rating']"
458,,,"['unable to get the rating', 'unable to get the user rating']"
459,,,"['unable to get the rating', 'unable to get the user rating']"
460,,,"['unable to get the rating', 'unable to get the user rating']"
461,,,"['unable to get the rating', 'unable to get the user rating']"
462,,,"['unable to get the rating', 'unable to get the user rating']"
463,,,"['unable to get the rating', 'unable to get the user rating']"
464,9,8.3,[]
465,,,"['unable to get the rating', 'unable to get the user rating']"
466,8,6,[]
467,,,"['unable to get the rating', 'unable to get the user rating']"
468,NR,,['unable to get the user rating']
469,,,"['unable to get the rating', 'unable to get the user rating']"
470,,,"['unable to get the rating', 'unable to get the user rating']"
471,,,"['unable to get the rating', 'unable to get the user rating']"
472,,,"['unable to get the rating', 'unable to get the user rating']"
473,NR,5,[]
474,,,"['unable to get the rating', 'unable to get the user rating']"
475,NR,-,[]
476,,,"['unable to get the rating', 'unable to get the user rating']"
477,,,"['unable to get the rating', 'unable to get the user rating']"
478,,,"['unable to get the rating', 'unable to get the user rating']"
479,,,"['unable to get the rating', 'unable to get the user rating']"
480,,,"['unable to get the rating', 'unable to get the user rating']"
481,,,"['unable to get the rating', 'unable to get the user rating']"
482,,,"['unable to get the rating', 'unable to get the user rating']"
483,,,"['unable to get the rating', 'unable to get the user rating']"
484,,,"['unable to get the rating', 'unable to get the user rating']"
485,,,"['unable to get the rating', 'unable to get the user rating']"
486,,,"['unable to get the rating', 'unable to get the user rating']"
487,,,"['unable to get the rating', 'unable to get the user rating']"
488,,,"['unable to get the rating', 'unable to get the user rating']"
489,NR,-,[]
490,NR,,['unable to get the user rating']
491,,,"['unable to get the rating', 'unable to get the user rating']"
492,,,"['unable to get the rating', 'unable to get the user rating']"
493,,,"['unable to get the rating', 'unable to get the user rating']"
494,,,"['unable to get the rating', 'unable to get the user rating']"
495,5,4.4,[]
496,,,"['unable to get the rating', 'unable to get the user rating']"
497,,,"['unable to get the rating', 'unable to get the user rating']"
498,,,"['unable to get the rating', 'unable to get the user rating']"
499,,,"['unable to get the rating', 'unable to get the user rating']"
500,NR,4,[]
501,NR,7,[]
502,,,"['unable to get the rating', 'unable to get the user rating']"
503,NR,-,[]
504,,,"['unable to get the rating', 'unable to get the user rating']"
505,NR,,['unable to get the user rating']
506,,,"['unable to get the rating', 'unable to get the user rating']"
507,,,"['unable to get the rating', 'unable to get the user rating']"
508,NR,6.3,[]
509,,,"['unable to get the rating', 'unable to get the user rating']"
510,NR,-,[]
511,,,"['unable to get the rating', 'unable to get the user rating']"
512,,,"['unable to get the rating', 'unable to get the user rating']"
513,,,"['unable to get the rating', 'unable to get the user rating']"
514,,,"['unable to get the rating', 'unable to get the user rating']"
515,,,"['unable to get the rating', 'unable to get the user rating']"
516,,,"['unable to get the rating', 'unable to get the user rating']"
517,,,"['unable to get the rating', 'unable to get the user rating']"
518,,,"['unable to get the rating', 'unable to get the user rating']"
519,NR,7.3,[]
520,,,"['unable to get the rating', 'unable to get the user rating']"
521,NR,-,[]
522,,,"['unable to get the rating', 'unable to get the user rating']"
523,,,"['unable to get the rating', 'unable to get the user rating']"
524,,,"['unable to get the rating', 'unable to get the user rating']"
525,,,"['unable to get the rating', 'unable to get the user rating']"
526,,,"['unable to get the rating', 'unable to get the user rating']"
527,NR,-,[]
528,,,"['unable to get the rating', 'unable to get the user rating']"
529,,,"['unable to get the rating', 'unable to get the user rating']"
530,NR,-,[]
531,NR,5,[]
532,,,"['unable to get the rating', 'unable to get the user rating']"
533,,,"['unable to get the rating', 'unable to get the user rating']"
534,,,"['unable to get the rating', 'unable to get the user rating']"
535,,,"['unable to get the rating', 'unable to get the user rating']"
536,,,"['unable to get the rating', 'unable to get the user rating']"
537,,,"['unable to get the rating', 'unable to get the user rating']"
538,,,"['unable to get the rating', 'unable to get the user rating']"
539,,,"['unable to get the rating', 'unable to get the user rating']"
540,,,"['unable to get the rating', 'unable to get the user rating']"
541,,,"['unable to get the rating', 'unable to get the user rating']"
542,NR,,['unable to get the user rating']
543,,,"['unable to get the rating', 'unable to get the user rating']"
544,,,"['unable to get the rating', 'unable to get the user rating']"
545,,,"['unable to get the rating', 'unable to get the user rating']"
546,,,"['unable to get the rating', 'unable to get the user rating']"
547,,,"['unable to get the rating', 'unable to get the user rating']"
548,,,"['unable to get the rating', 'unable to get the user rating']"
549,,,"['unable to get the rating', 'unable to get the user rating']"
550,,,"['unable to get the rating', 'unable to get the user rating']"
551,NR,,['unable to get the user rating']
552,NR,-,[]
553,,,"['unable to get the rating', 'unable to get the user rating']"
554,,,"['unable to get the rating', 'unable to get the user rating']"
555,,,"['unable to get the rating', 'unable to get the user rating']"
556,,,"['unable to get the rating', 'unable to get the user rating']"
557,,,"['unable to get the rating', 'unable to get the user rating']"
558,,,"['unable to get the rating', 'unable to get the user rating']"
559,,,"['unable to get the rating', 'unable to get the user rating']"
560,,,"['unable to get the rating', 'unable to get the user rating']"
561,,,"['unable to get the rating', 'unable to get the user rating']"
562,NR,-,[]
563,NR,-,[]
564,,,"['unable to get the rating', 'unable to get the user rating']"
565,NR,,['unable to get the user rating']
566,,,"['unable to get the rating', 'unable to get the user rating']"
567,,,"['unable to get the rating', 'unable to get the user rating']"
568,,,"['unable to get the rating', 'unable to get the user rating']"
569,NR,-,[]
570,,,"['unable to get the rating', 'unable to get the user rating']"
571,NR,-,[]
572,7,-,[]
573,,,"['unable to get the rating', 'unable to get the user rating']"
574,,,"['unable to get the rating', 'unable to get the user rating']"
575,,,"['unable to get the rating', 'unable to get the user rating']"
576,NR,-,[]
577,,,"['unable to get the rating', 'unable to get the user rating']"
578,7.4,8,[]
579,NR,,['unable to get the user rating']
580,NR,-,[]
581,,,"['unable to get the rating', 'unable to get the user rating']"
582,NR,9,[]
583,,,"['unable to get the rating', 'unable to get the user rating']"
584,,,"['unable to get the rating', 'unable to get the user rating']"
585,9,7.1,[]
586,,,"['unable to get the rating', 'unable to get the user rating']"
587,9,8,[]
588,,,"['unable to get the rating', 'unable to get the user rating']"
589,,,"['unable to get the rating', 'unable to get the user rating']"
590,NR,-,[]
591,,,"['unable to get the rating', 'unable to get the user rating']"
592,NR,8.3,[]
593,,,"['unable to get the rating', 'unable to get the user rating']"
594,,,"['unable to get the rating', 'unable to get the user rating']"
595,NR,6.7,[]
596,,,"['unable to get the rating', 'unable to get the user rating']"
597,,,"['unable to get the rating', 'unable to get the user rating']"
598,,,"['unable to get the rating', 'unable to get the user rating']"
599,,,"['unable to get the rating', 'unable to get the user rating']"
600,NR,,['unable to get the user rating']
601,,,"['unable to get the rating', 'unable to get the user rating']"
602,,,"['unable to get the rating', 'unable to get the user rating']"
