,0,1,log
82,,,"['unable to get the rating', 'unable to get the user rating']"
83,NR,7.5,[]
84,,,"['unable to get the rating', 'unable to get the user rating']"
85,,,"['unable to get the rating', 'unable to get the user rating']"
86,NR,8,[]
87,NR,-,[]
88,,,"['unable to get the rating', 'unable to get the user rating']"
89,8.5,8,[]
90,7.5,8,[]
91,,,"['unable to get the rating', 'unable to get the user rating']"
92,,,"['unable to get the rating', 'unable to get the user rating']"
93,,,"['unable to get the rating', 'unable to get the user rating']"
94,NR,7,[]
95,,,"['unable to get the rating', 'unable to get the user rating']"
96,NR,,['unable to get the user rating']
97,,,"['unable to get the rating', 'unable to get the user rating']"
98,NR,7,[]
99,,,"['unable to get the rating', 'unable to get the user rating']"
100,NR,6,[]
101,NR,-,[]
102,,,"['unable to get the rating', 'unable to get the user rating']"
103,,,"['unable to get the rating', 'unable to get the user rating']"
104,,,"['unable to get the rating', 'unable to get the user rating']"
105,7.5,7.3,[]
106,NR,-,[]
107,NR,7.2,[]
108,,,"['unable to get the rating', 'unable to get the user rating']"
109,,,"['unable to get the rating', 'unable to get the user rating']"
110,,,"['unable to get the rating', 'unable to get the user rating']"
111,,,"['unable to get the rating', 'unable to get the user rating']"
112,,,"['unable to get the rating', 'unable to get the user rating']"
113,,,"['unable to get the rating', 'unable to get the user rating']"
114,,,"['unable to get the rating', 'unable to get the user rating']"
115,,,"['unable to get the rating', 'unable to get the user rating']"
116,,,"['unable to get the rating', 'unable to get the user rating']"
117,NR,,['unable to get the user rating']
118,NR,,['unable to get the user rating']
119,NR,-,[]
120,NR,,['unable to get the user rating']
121,NR,9.5,[]
122,NR,7.5,[]
123,,,"['unable to get the rating', 'unable to get the user rating']"
124,,,"['unable to get the rating', 'unable to get the user rating']"
125,,,"['unable to get the rating', 'unable to get the user rating']"
126,,,"['unable to get the rating', 'unable to get the user rating']"
127,,,"['unable to get the rating', 'unable to get the user rating']"
128,,,"['unable to get the rating', 'unable to get the user rating']"
129,NR,-,[]
130,,,"['unable to get the rating', 'unable to get the user rating']"
131,,,"['unable to get the rating', 'unable to get the user rating']"
132,,,"['unable to get the rating', 'unable to get the user rating']"
133,,,"['unable to get the rating', 'unable to get the user rating']"
134,NR,6.8,[]
135,NR,9.1,[]
136,,,"['unable to get the rating', 'unable to get the user rating']"
137,,,"['unable to get the rating', 'unable to get the user rating']"
138,NR,-,[]
139,,,"['unable to get the rating', 'unable to get the user rating']"
140,,,"['unable to get the rating', 'unable to get the user rating']"
141,NR,3.5,[]
142,NR,-,[]
143,,,"['unable to get the rating', 'unable to get the user rating']"
144,,,"['unable to get the rating', 'unable to get the user rating']"
145,NR,-,[]
146,,,"['unable to get the rating', 'unable to get the user rating']"
147,NR,5,[]
148,NR,5,[]
149,NR,-,[]
150,NR,6,[]
151,NR,7.3,[]
152,NR,7.3,[]
153,,,"['unable to get the rating', 'unable to get the user rating']"
154,NR,8,[]
155,NR,7.1,[]
156,NR,-,[]
157,NR,-,[]
158,NR,6.4,[]
159,4,6.1,[]
160,,,"['unable to get the rating', 'unable to get the user rating']"
161,NR,-,[]
162,NR,8.1,[]
163,,,"['unable to get the rating', 'unable to get the user rating']"
164,,,"['unable to get the rating', 'unable to get the user rating']"
165,NR,,['unable to get the user rating']
166,,,"['unable to get the rating', 'unable to get the user rating']"
167,NR,6.8,[]
168,,,"['unable to get the rating', 'unable to get the user rating']"
169,NR,-,[]
170,NR,-,[]
171,,,"['unable to get the rating', 'unable to get the user rating']"
172,NR,7,[]
173,NR,7,[]
174,,,"['unable to get the rating', 'unable to get the user rating']"
175,,,"['unable to get the rating', 'unable to get the user rating']"
176,NR,7.3,[]
177,,,"['unable to get the rating', 'unable to get the user rating']"
178,,,"['unable to get the rating', 'unable to get the user rating']"
179,,,"['unable to get the rating', 'unable to get the user rating']"
180,NR,3.5,[]
181,,,"['unable to get the rating', 'unable to get the user rating']"
182,,,"['unable to get the rating', 'unable to get the user rating']"
183,,,"['unable to get the rating', 'unable to get the user rating']"
184,,,"['unable to get the rating', 'unable to get the user rating']"
185,,,"['unable to get the rating', 'unable to get the user rating']"
186,,,"['unable to get the rating', 'unable to get the user rating']"
187,,,"['unable to get the rating', 'unable to get the user rating']"
188,,,"['unable to get the rating', 'unable to get the user rating']"
189,,,"['unable to get the rating', 'unable to get the user rating']"
190,NR,8,[]
191,,,"['unable to get the rating', 'unable to get the user rating']"
192,,,"['unable to get the rating', 'unable to get the user rating']"
193,,,"['unable to get the rating', 'unable to get the user rating']"
194,,,"['unable to get the rating', 'unable to get the user rating']"
195,NR,-,[]
196,NR,8.5,[]
197,NR,-,[]
198,,,"['unable to get the rating', 'unable to get the user rating']"
199,7,8,[]
200,,,"['unable to get the rating', 'unable to get the user rating']"
201,,,"['unable to get the rating', 'unable to get the user rating']"
202,,,"['unable to get the rating', 'unable to get the user rating']"
203,NR,,['unable to get the user rating']
204,NR,-,[]
205,NR,1,[]
206,NR,-,[]
207,,,"['unable to get the rating', 'unable to get the user rating']"
208,,,"['unable to get the rating', 'unable to get the user rating']"
209,NR,-,[]
210,,,"['unable to get the rating', 'unable to get the user rating']"
211,NR,8.8,[]
212,,,"['unable to get the rating', 'unable to get the user rating']"
213,NR,,['unable to get the user rating']
214,,,"['unable to get the rating', 'unable to get the user rating']"
215,,,"['unable to get the rating', 'unable to get the user rating']"
216,,,"['unable to get the rating', 'unable to get the user rating']"
217,,,"['unable to get the rating', 'unable to get the user rating']"
218,7,-,[]
219,,,"['unable to get the rating', 'unable to get the user rating']"
220,,,"['unable to get the rating', 'unable to get the user rating']"
221,NR,7.5,[]
222,NR,-,[]
223,,,"['unable to get the rating', 'unable to get the user rating']"
224,,,"['unable to get the rating', 'unable to get the user rating']"
225,,,"['unable to get the rating', 'unable to get the user rating']"
226,,,"['unable to get the rating', 'unable to get the user rating']"
227,,,"['unable to get the rating', 'unable to get the user rating']"
228,,,"['unable to get the rating', 'unable to get the user rating']"
229,,,"['unable to get the rating', 'unable to get the user rating']"
230,NR,-,[]
231,8,6.2,[]
232,8,6.2,[]
233,NR,5.7,[]
234,NR,-,[]
235,NR,-,[]
236,,,"['unable to get the rating', 'unable to get the user rating']"
237,NR,4,[]
238,NR,4,[]
239,NR,7,[]
240,NR,7,[]
241,,,"['unable to get the rating', 'unable to get the user rating']"
242,5.8,10,[]
243,,,"['unable to get the rating', 'unable to get the user rating']"
244,NR,-,[]
245,NR,9,[]
246,NR,-,[]
247,,,"['unable to get the rating', 'unable to get the user rating']"
248,8,7.7,[]
249,NR,,['unable to get the user rating']
250,,,"['unable to get the rating', 'unable to get the user rating']"
251,NR,9,[]
252,NR,6,[]
253,NR,-,[]
254,,,"['unable to get the rating', 'unable to get the user rating']"
255,,,"['unable to get the rating', 'unable to get the user rating']"
256,,,"['unable to get the rating', 'unable to get the user rating']"
257,,,"['unable to get the rating', 'unable to get the user rating']"
258,,,"['unable to get the rating', 'unable to get the user rating']"
259,NR,-,[]
260,,,"['unable to get the rating', 'unable to get the user rating']"
261,,,"['unable to get the rating', 'unable to get the user rating']"
262,NR,6,[]
263,,,"['unable to get the rating', 'unable to get the user rating']"
264,NR,-,[]
265,NR,-,[]
266,,,"['unable to get the rating', 'unable to get the user rating']"
267,NR,-,[]
268,NR,-,[]
269,,,"['unable to get the rating', 'unable to get the user rating']"
270,,,"['unable to get the rating', 'unable to get the user rating']"
271,NR,-,[]
272,,,"['unable to get the rating', 'unable to get the user rating']"
273,NR,-,[]
274,,,"['unable to get the rating', 'unable to get the user rating']"
275,8,7.6,[]
276,NR,-,[]
277,NR,8.5,[]
278,5.2,5,[]
279,NR,7,[]
280,5.5,7,[]
281,,,"['unable to get the rating', 'unable to get the user rating']"
282,NR,7,[]
283,,,"['unable to get the rating', 'unable to get the user rating']"
284,,,"['unable to get the rating', 'unable to get the user rating']"
285,,,"['unable to get the rating', 'unable to get the user rating']"
286,,,"['unable to get the rating', 'unable to get the user rating']"
287,NR,4,[]
288,,,"['unable to get the rating', 'unable to get the user rating']"
289,,,"['unable to get the rating', 'unable to get the user rating']"
290,6,5.6,[]
291,6,5.6,[]
292,,,"['unable to get the rating', 'unable to get the user rating']"
293,,,"['unable to get the rating', 'unable to get the user rating']"
294,NR,-,[]
295,NR,-,[]
296,NR,,['unable to get the user rating']
297,,,"['unable to get the rating', 'unable to get the user rating']"
298,,,"['unable to get the rating', 'unable to get the user rating']"
299,,,"['unable to get the rating', 'unable to get the user rating']"
300,,,"['unable to get the rating', 'unable to get the user rating']"
301,,,"['unable to get the rating', 'unable to get the user rating']"
302,,,"['unable to get the rating', 'unable to get the user rating']"
303,NR,,['unable to get the user rating']
304,NR,-,[]
305,,,"['unable to get the rating', 'unable to get the user rating']"
306,,,"['unable to get the rating', 'unable to get the user rating']"
307,,,"['unable to get the rating', 'unable to get the user rating']"
308,,,"['unable to get the rating', 'unable to get the user rating']"
309,,,"['unable to get the rating', 'unable to get the user rating']"
310,,,"['unable to get the rating', 'unable to get the user rating']"
311,,,"['unable to get the rating', 'unable to get the user rating']"
312,NR,-,[]
313,,,"['unable to get the rating', 'unable to get the user rating']"
314,,,"['unable to get the rating', 'unable to get the user rating']"
315,NR,-,[]
316,8,7.8,[]
317,,,"['unable to get the rating', 'unable to get the user rating']"
318,NR,-,[]
319,,,"['unable to get the rating', 'unable to get the user rating']"
320,5,1,[]
321,,,"['unable to get the rating', 'unable to get the user rating']"
322,,,"['unable to get the rating', 'unable to get the user rating']"
323,8.3,7.3,[]
324,,,"['unable to get the rating', 'unable to get the user rating']"
325,9.3,8.8,[]
326,,,"['unable to get the rating', 'unable to get the user rating']"
327,NR,-,[]
328,NR,8,[]
329,6.5,-,[]
330,5.5,-,[]
331,NR,8.2,[]
332,4,-,[]
333,,,"['unable to get the rating', 'unable to get the user rating']"
334,,,"['unable to get the rating', 'unable to get the user rating']"
335,4,8.5,[]
336,,,"['unable to get the rating', 'unable to get the user rating']"
337,NR,8,[]
338,7.5,-,[]
339,7.5,-,[]
340,7.5,-,[]
341,8.5,7,[]
342,,,"['unable to get the rating', 'unable to get the user rating']"
343,NR,,['unable to get the user rating']
344,,,"['unable to get the rating', 'unable to get the user rating']"
345,,,"['unable to get the rating', 'unable to get the user rating']"
346,9,7.6,[]
347,,,"['unable to get the rating', 'unable to get the user rating']"
348,7,6,[]
349,6.5,7.2,[]
350,NR,-,[]
351,7.5,2,[]
352,,,"['unable to get the rating', 'unable to get the user rating']"
353,NR,-,[]
354,NR,8,[]
355,,,"['unable to get the rating', 'unable to get the user rating']"
356,5.5,-,[]
357,6,-,[]
358,8.1,-,[]
359,,,"['unable to get the rating', 'unable to get the user rating']"
360,,,"['unable to get the rating', 'unable to get the user rating']"
361,8,8.8,[]
362,7.5,8.2,[]
363,,,"['unable to get the rating', 'unable to get the user rating']"
364,6.5,7.8,[]
365,NR,-,[]
366,7.5,7.2,[]
367,4,2.3,[]
368,5.8,6.1,[]
369,7.5,9,[]
370,8,10,[]
371,NR,7,[]
372,6.5,-,[]
373,8.7,7.6,[]
374,,,"['unable to get the rating', 'unable to get the user rating']"
375,8.4,7.3,[]
376,8.5,,['unable to get the user rating']
377,8.6,7.7,[]
378,8.5,8.2,[]
379,8.6,8.7,[]
380,9,8.4,[]
381,8.5,8.4,[]
382,9,9.3,[]
383,,,"['unable to get the rating', 'unable to get the user rating']"
384,7,-,[]
385,,,"['unable to get the rating', 'unable to get the user rating']"
386,,,"['unable to get the rating', 'unable to get the user rating']"
387,,,"['unable to get the rating', 'unable to get the user rating']"
388,8,6,[]
389,8.4,-,[]
390,,,"['unable to get the rating', 'unable to get the user rating']"
391,2.5,-,[]
392,7.2,7,[]
393,7.8,6.2,[]
394,7.3,7.1,[]
395,6.1,7.4,[]
396,6,6.4,[]
397,NR,8,[]
398,8.9,8.5,[]
399,8.5,9.6,[]
400,NR,-,[]
401,8,-,[]
402,6.5,6,[]
403,4,7.7,[]
404,NR,-,[]
405,,,"['unable to get the rating', 'unable to get the user rating']"
406,,,"['unable to get the rating', 'unable to get the user rating']"
407,NR,-,[]
408,,,"['unable to get the rating', 'unable to get the user rating']"
409,7,6.7,[]
410,,,"['unable to get the rating', 'unable to get the user rating']"
411,NR,-,[]
412,5,-,[]
413,8.5,-,[]
414,,,"['unable to get the rating', 'unable to get the user rating']"
415,,,"['unable to get the rating', 'unable to get the user rating']"
416,,,"['unable to get the rating', 'unable to get the user rating']"
417,,,"['unable to get the rating', 'unable to get the user rating']"
418,5,7.4,[]
419,5.5,8.4,[]
420,,,"['unable to get the rating', 'unable to get the user rating']"
421,NR,-,[]
422,,,"['unable to get the rating', 'unable to get the user rating']"
423,,,"['unable to get the rating', 'unable to get the user rating']"
424,,,"['unable to get the rating', 'unable to get the user rating']"
425,,,"['unable to get the rating', 'unable to get the user rating']"
426,,,"['unable to get the rating', 'unable to get the user rating']"
427,,,"['unable to get the rating', 'unable to get the user rating']"
428,9,8.4,[]
429,9.5,7.8,[]
430,6,6.7,[]
431,5,6.2,[]
432,8.5,7.8,[]
433,,,"['unable to get the rating', 'unable to get the user rating']"
434,,,"['unable to get the rating', 'unable to get the user rating']"
435,8.5,6.2,[]
436,4,5,[]
437,8.5,8.1,[]
438,,,"['unable to get the rating', 'unable to get the user rating']"
439,,,"['unable to get the rating', 'unable to get the user rating']"
440,6.5,7.4,[]
441,6.5,6.8,[]
442,6.5,6.8,[]
443,,,"['unable to get the rating', 'unable to get the user rating']"
444,5.5,-,[]
445,5.5,7.2,[]
446,8.5,7.8,[]
447,8,7.8,[]
448,8,8.3,[]
449,7.5,8.3,[]
450,8.8,7.9,[]
451,,,"['unable to get the rating', 'unable to get the user rating']"
452,,,"['unable to get the rating', 'unable to get the user rating']"
453,NR,-,[]
454,,,"['unable to get the rating', 'unable to get the user rating']"
455,7,6,[]
456,3.6,6,[]
457,NR,-,[]
458,6.5,-,[]
459,NR,-,[]
460,NR,-,[]
461,NR,-,[]
462,2.9,6.3,[]
463,8.5,7,[]
464,,,"['unable to get the rating', 'unable to get the user rating']"
465,,,"['unable to get the rating', 'unable to get the user rating']"
466,7.9,-,[]
467,2,3,[]
468,,,"['unable to get the rating', 'unable to get the user rating']"
469,,,"['unable to get the rating', 'unable to get the user rating']"
470,,,"['unable to get the rating', 'unable to get the user rating']"
471,,,"['unable to get the rating', 'unable to get the user rating']"
472,,,"['unable to get the rating', 'unable to get the user rating']"
473,NR,,['unable to get the user rating']
474,,,"['unable to get the rating', 'unable to get the user rating']"
475,NR,8,[]
476,6,8,[]
477,5.5,-,[]
478,,,"['unable to get the rating', 'unable to get the user rating']"
479,8,8.9,[]
480,,,"['unable to get the rating', 'unable to get the user rating']"
481,9,8.7,[]
482,,,"['unable to get the rating', 'unable to get the user rating']"
483,9,8.7,[]
484,,,"['unable to get the rating', 'unable to get the user rating']"
485,,,"['unable to get the rating', 'unable to get the user rating']"
486,,,"['unable to get the rating', 'unable to get the user rating']"
487,,,"['unable to get the rating', 'unable to get the user rating']"
488,9.5,8.6,[]
489,,,"['unable to get the rating', 'unable to get the user rating']"
490,,,"['unable to get the rating', 'unable to get the user rating']"
491,,,"['unable to get the rating', 'unable to get the user rating']"
492,,,"['unable to get the rating', 'unable to get the user rating']"
493,,,"['unable to get the rating', 'unable to get the user rating']"
494,,,"['unable to get the rating', 'unable to get the user rating']"
495,,,"['unable to get the rating', 'unable to get the user rating']"
496,NR,-,[]
497,NR,6.8,[]
498,5.5,8.5,[]
499,,,"['unable to get the rating', 'unable to get the user rating']"
500,,,"['unable to get the rating', 'unable to get the user rating']"
501,6.5,-,[]
502,,,"['unable to get the rating', 'unable to get the user rating']"
503,8.9,7.6,[]
504,9,8.3,[]
505,,,"['unable to get the rating', 'unable to get the user rating']"
506,5.9,-,[]
507,4,5.5,[]
508,,,"['unable to get the rating', 'unable to get the user rating']"
509,3,-,[]
510,NR,-,[]
511,3.9,6.7,[]
512,9,7.9,[]
513,9,7.4,[]
514,9.1,7.9,[]
515,8,7.6,[]
516,,,"['unable to get the rating', 'unable to get the user rating']"
517,,,"['unable to get the rating', 'unable to get the user rating']"
518,,,"['unable to get the rating', 'unable to get the user rating']"
519,7,7.3,[]
520,4,5.2,[]
521,NR,6,[]
522,,,"['unable to get the rating', 'unable to get the user rating']"
523,,,"['unable to get the rating', 'unable to get the user rating']"
524,,,"['unable to get the rating', 'unable to get the user rating']"
525,,,"['unable to get the rating', 'unable to get the user rating']"
526,6.5,5.3,[]
527,,,"['unable to get the rating', 'unable to get the user rating']"
528,4,-,[]
529,,,"['unable to get the rating', 'unable to get the user rating']"
530,NR,4.7,[]
531,,,"['unable to get the rating', 'unable to get the user rating']"
532,,,"['unable to get the rating', 'unable to get the user rating']"
533,9.5,9,[]
534,8,7.7,[]
535,6,7,[]
536,NR,5,[]
537,,,"['unable to get the rating', 'unable to get the user rating']"
538,,,"['unable to get the rating', 'unable to get the user rating']"
539,,,"['unable to get the rating', 'unable to get the user rating']"
540,,,"['unable to get the rating', 'unable to get the user rating']"
541,,,"['unable to get the rating', 'unable to get the user rating']"
542,,,"['unable to get the rating', 'unable to get the user rating']"
543,,,"['unable to get the rating', 'unable to get the user rating']"
544,,,"['unable to get the rating', 'unable to get the user rating']"
545,,,"['unable to get the rating', 'unable to get the user rating']"
546,,,"['unable to get the rating', 'unable to get the user rating']"
547,,,"['unable to get the rating', 'unable to get the user rating']"
548,6,6,[]
549,,,"['unable to get the rating', 'unable to get the user rating']"
550,6.5,7.7,[]
551,NR,-,[]
552,,,"['unable to get the rating', 'unable to get the user rating']"
553,,,"['unable to get the rating', 'unable to get the user rating']"
554,7.6,6.5,[]
555,4,6,[]
556,,,"['unable to get the rating', 'unable to get the user rating']"
557,,,"['unable to get the rating', 'unable to get the user rating']"
558,,,"['unable to get the rating', 'unable to get the user rating']"
559,8,-,[]
560,,,"['unable to get the rating', 'unable to get the user rating']"
561,NR,4,[]
562,2,3.8,[]
563,8,8,[]
564,2,-,[]
565,8,5,[]
566,7,,['unable to get the user rating']
567,NR,-,[]
568,NR,6,[]
569,9,-,[]
570,NR,5.3,[]
571,6,5,[]
572,7,5,[]
573,,,"['unable to get the rating', 'unable to get the user rating']"
574,4,5.6,[]
575,8,-,[]
576,5,-,[]
577,3.8,,['unable to get the user rating']
578,,,"['unable to get the rating', 'unable to get the user rating']"
579,8.5,6.3,[]
580,7,6.4,[]
581,,,"['unable to get the rating', 'unable to get the user rating']"
582,,,"['unable to get the rating', 'unable to get the user rating']"
583,NR,,['unable to get the user rating']
584,8.4,-,[]
585,3,4,[]
586,NR,-,[]
587,8,8.6,[]
588,NR,,['unable to get the user rating']
589,NR,-,[]
590,,,"['unable to get the rating', 'unable to get the user rating']"
591,,,"['unable to get the rating', 'unable to get the user rating']"
592,9,8.7,[]
593,,,"['unable to get the rating', 'unable to get the user rating']"
594,9,8.8,[]
595,NR,-,[]
596,7.5,7,[]
597,,,"['unable to get the rating', 'unable to get the user rating']"
598,,,"['unable to get the rating', 'unable to get the user rating']"
599,,,"['unable to get the rating', 'unable to get the user rating']"
600,,,"['unable to get the rating', 'unable to get the user rating']"
601,6.2,5,[]
602,8,-,[]
603,8,6.6,[]
604,5.7,7.3,[]
605,6,5,[]
606,,,"['unable to get the rating', 'unable to get the user rating']"
607,5,-,[]
608,6,-,[]
609,4.2,7,[]
610,NR,,['unable to get the user rating']
611,8.5,7,[]
612,NR,-,[]
613,8.9,7.5,[]
614,6.4,7,[]
615,6,7,[]
616,,,"['unable to get the rating', 'unable to get the user rating']"
617,,,"['unable to get the rating', 'unable to get the user rating']"
618,,,"['unable to get the rating', 'unable to get the user rating']"
619,6.9,-,[]
620,3,-,[]
621,,,"['unable to get the rating', 'unable to get the user rating']"
622,8.8,-,[]
623,8,6.2,[]
624,,,"['unable to get the rating', 'unable to get the user rating']"
625,NR,-,[]
626,NR,7.5,[]
627,8,,['unable to get the user rating']
628,4.9,-,[]
629,NR,-,[]
630,,,"['unable to get the rating', 'unable to get the user rating']"
631,NR,6,[]
632,7,8,[]
633,,,"['unable to get the rating', 'unable to get the user rating']"
634,,,"['unable to get the rating', 'unable to get the user rating']"
635,,,"['unable to get the rating', 'unable to get the user rating']"
636,NR,6,[]
637,,,"['unable to get the rating', 'unable to get the user rating']"
638,,,"['unable to get the rating', 'unable to get the user rating']"
639,NR,-,[]
640,,,"['unable to get the rating', 'unable to get the user rating']"
641,8,7.7,[]
642,9,8,[]
643,8,6.4,[]
644,NR,6.8,[]
645,3,3,[]
646,,,"['unable to get the rating', 'unable to get the user rating']"
647,NR,-,[]
648,8,-,[]
649,,,"['unable to get the rating', 'unable to get the user rating']"
650,,,"['unable to get the rating', 'unable to get the user rating']"
651,8,-,[]
652,,,"['unable to get the rating', 'unable to get the user rating']"
653,,,"['unable to get the rating', 'unable to get the user rating']"
654,8,8,[]
655,,,"['unable to get the rating', 'unable to get the user rating']"
656,7,6.8,[]
657,7,,['unable to get the user rating']
658,,,"['unable to get the rating', 'unable to get the user rating']"
659,NR,,['unable to get the user rating']
660,9,9,[]
661,10,9.1,[]
662,10,9.1,[]
663,8,7.4,[]
664,9,7.9,[]
665,9,8,[]
666,NR,-,[]
667,,,"['unable to get the rating', 'unable to get the user rating']"
668,,,"['unable to get the rating', 'unable to get the user rating']"
669,5,7.5,[]
670,,,"['unable to get the rating', 'unable to get the user rating']"
671,,,"['unable to get the rating', 'unable to get the user rating']"
672,NR,-,[]
673,7,4.5,[]
674,NR,,['unable to get the user rating']
675,NR,8.7,[]
676,,,"['unable to get the rating', 'unable to get the user rating']"
677,,,"['unable to get the rating', 'unable to get the user rating']"
678,8,7,[]
679,,,"['unable to get the rating', 'unable to get the user rating']"
680,NR,-,[]
681,,,"['unable to get the rating', 'unable to get the user rating']"
682,6,-,[]
683,3,7,[]
684,5,-,[]
685,,,"['unable to get the rating', 'unable to get the user rating']"
686,,,"['unable to get the rating', 'unable to get the user rating']"
687,,,"['unable to get the rating', 'unable to get the user rating']"
688,6,7,[]
689,4.5,7,[]
690,,,"['unable to get the rating', 'unable to get the user rating']"
691,6,7.4,[]
692,7,7.6,[]
693,,,"['unable to get the rating', 'unable to get the user rating']"
694,4,,['unable to get the user rating']
695,,,"['unable to get the rating', 'unable to get the user rating']"
696,NR,,['unable to get the user rating']
697,9,7,[]
698,5,6,[]
699,NR,6,[]
700,,,"['unable to get the rating', 'unable to get the user rating']"
701,6,-,[]
702,,,"['unable to get the rating', 'unable to get the user rating']"
703,,,"['unable to get the rating', 'unable to get the user rating']"
704,6.5,7,[]
705,,,"['unable to get the rating', 'unable to get the user rating']"
706,NR,8.9,[]
707,5,,['unable to get the user rating']
708,NR,7,[]
709,,,"['unable to get the rating', 'unable to get the user rating']"
710,,,"['unable to get the rating', 'unable to get the user rating']"
711,NR,10,[]
712,NR,,['unable to get the user rating']
713,,,"['unable to get the rating', 'unable to get the user rating']"
714,,,"['unable to get the rating', 'unable to get the user rating']"
715,9,6.5,[]
716,,,"['unable to get the rating', 'unable to get the user rating']"
717,NR,-,[]
718,,,"['unable to get the rating', 'unable to get the user rating']"
719,9,6.7,[]
720,9.1,8.2,[]
721,6,-,[]
722,NR,-,[]
723,5,-,[]
724,9.8,8.5,[]
725,9.3,8.7,[]
726,9.5,8.4,[]
727,4,,['unable to get the user rating']
728,,,"['unable to get the rating', 'unable to get the user rating']"
729,7,-,[]
730,8,6,[]
731,,,"['unable to get the rating', 'unable to get the user rating']"
732,,,"['unable to get the rating', 'unable to get the user rating']"
733,,,"['unable to get the rating', 'unable to get the user rating']"
734,,,"['unable to get the rating', 'unable to get the user rating']"
735,8.2,7,[]
736,6,-,[]
737,8.9,7.5,[]
738,,,"['unable to get the rating', 'unable to get the user rating']"
739,,,"['unable to get the rating', 'unable to get the user rating']"
740,,,"['unable to get the rating', 'unable to get the user rating']"
741,7.7,7,[]
742,,,"['unable to get the rating', 'unable to get the user rating']"
743,,,"['unable to get the rating', 'unable to get the user rating']"
744,,,"['unable to get the rating', 'unable to get the user rating']"
745,6.2,7.4,[]
746,,,"['unable to get the rating', 'unable to get the user rating']"
747,9,8,[]
748,9,-,[]
749,5,-,[]
750,7.5,7,[]
751,8,7,[]
752,NR,,['unable to get the user rating']
753,6.5,-,[]
754,,,"['unable to get the rating', 'unable to get the user rating']"
755,8,-,[]
756,NR,-,[]
757,4,6.5,[]
758,4,-,[]
759,8.7,7.8,[]
760,6,6,[]
