,0,1,log
82,,,"['unable to get the rating', 'unable to get the user rating']"
83,,,"['unable to get the rating', 'unable to get the user rating']"
84,,,"['unable to get the rating', 'unable to get the user rating']"
85,,,"['unable to get the rating', 'unable to get the user rating']"
86,NR,7,[]
87,,,"['unable to get the rating', 'unable to get the user rating']"
88,,,"['unable to get the rating', 'unable to get the user rating']"
89,,,"['unable to get the rating', 'unable to get the user rating']"
90,NR,8,[]
91,8,8.4,[]
92,,,"['unable to get the rating', 'unable to get the user rating']"
93,,,"['unable to get the rating', 'unable to get the user rating']"
94,NR,6.8,[]
95,NR,1,[]
96,NR,,['unable to get the user rating']
97,NR,-,[]
98,NR,-,[]
99,NR,-,[]
100,,,"['unable to get the rating', 'unable to get the user rating']"
101,,,"['unable to get the rating', 'unable to get the user rating']"
102,,,"['unable to get the rating', 'unable to get the user rating']"
103,NR,6,[]
104,NR,-,[]
105,7.5,7.5,[]
106,,,"['unable to get the rating', 'unable to get the user rating']"
107,NR,7.5,[]
108,,,"['unable to get the rating', 'unable to get the user rating']"
109,,,"['unable to get the rating', 'unable to get the user rating']"
110,,,"['unable to get the rating', 'unable to get the user rating']"
111,,,"['unable to get the rating', 'unable to get the user rating']"
112,,,"['unable to get the rating', 'unable to get the user rating']"
113,5.5,4,[]
114,NR,,['unable to get the user rating']
115,NR,,['unable to get the user rating']
116,,,"['unable to get the rating', 'unable to get the user rating']"
117,NR,,['unable to get the user rating']
118,NR,,['unable to get the user rating']
119,NR,4,[]
120,,,"['unable to get the rating', 'unable to get the user rating']"
121,,,"['unable to get the rating', 'unable to get the user rating']"
122,NR,7.3,[]
123,NR,7.7,[]
124,,,"['unable to get the rating', 'unable to get the user rating']"
125,NR,-,[]
126,,,"['unable to get the rating', 'unable to get the user rating']"
127,NR,,['unable to get the user rating']
128,NR,7.3,[]
129,,,"['unable to get the rating', 'unable to get the user rating']"
130,,,"['unable to get the rating', 'unable to get the user rating']"
131,,,"['unable to get the rating', 'unable to get the user rating']"
132,NR,-,[]
133,,,"['unable to get the rating', 'unable to get the user rating']"
134,,,"['unable to get the rating', 'unable to get the user rating']"
135,,,"['unable to get the rating', 'unable to get the user rating']"
136,NR,-,[]
137,,,"['unable to get the rating', 'unable to get the user rating']"
138,,,"['unable to get the rating', 'unable to get the user rating']"
139,,,"['unable to get the rating', 'unable to get the user rating']"
140,,,"['unable to get the rating', 'unable to get the user rating']"
141,,,"['unable to get the rating', 'unable to get the user rating']"
142,,,"['unable to get the rating', 'unable to get the user rating']"
143,NR,-,[]
144,8,8.8,[]
145,7.5,8.2,[]
146,,,"['unable to get the rating', 'unable to get the user rating']"
147,NR,9,[]
148,,,"['unable to get the rating', 'unable to get the user rating']"
149,,,"['unable to get the rating', 'unable to get the user rating']"
150,,,"['unable to get the rating', 'unable to get the user rating']"
151,NR,-,[]
152,,,"['unable to get the rating', 'unable to get the user rating']"
153,,,"['unable to get the rating', 'unable to get the user rating']"
154,NR,5,[]
155,,,"['unable to get the rating', 'unable to get the user rating']"
156,NR,,['unable to get the user rating']
157,NR,-,[]
158,7.2,6.9,[]
159,7.2,6.9,[]
160,,,"['unable to get the rating', 'unable to get the user rating']"
161,NR,6.5,[]
162,,,"['unable to get the rating', 'unable to get the user rating']"
163,NR,-,[]
164,,,"['unable to get the rating', 'unable to get the user rating']"
165,,,"['unable to get the rating', 'unable to get the user rating']"
166,NR,7,[]
167,,,"['unable to get the rating', 'unable to get the user rating']"
168,NR,7.3,[]
169,NR,7.3,[]
170,NR,7,[]
171,9,9.2,[]
172,,,"['unable to get the rating', 'unable to get the user rating']"
173,7,7.8,[]
174,NR,,['unable to get the user rating']
175,NR,-,[]
176,NR,-,[]
177,,,"['unable to get the rating', 'unable to get the user rating']"
178,NR,-,[]
179,NR,-,[]
180,NR,,['unable to get the user rating']
181,3,-,[]
182,,,"['unable to get the rating', 'unable to get the user rating']"
183,NR,3,[]
184,,,"['unable to get the rating', 'unable to get the user rating']"
185,NR,-,[]
186,NR,-,[]
187,,,"['unable to get the rating', 'unable to get the user rating']"
188,,,"['unable to get the rating', 'unable to get the user rating']"
189,NR,8,[]
190,NR,-,[]
191,NR,-,[]
192,,,"['unable to get the rating', 'unable to get the user rating']"
193,7,7,[]
194,,,"['unable to get the rating', 'unable to get the user rating']"
195,,,"['unable to get the rating', 'unable to get the user rating']"
196,,,"['unable to get the rating', 'unable to get the user rating']"
197,NR,,['unable to get the user rating']
198,NR,8.3,[]
199,,,"['unable to get the rating', 'unable to get the user rating']"
200,,,"['unable to get the rating', 'unable to get the user rating']"
201,NR,7.3,[]
202,NR,8.3,[]
203,,,"['unable to get the rating', 'unable to get the user rating']"
204,NR,7.9,[]
205,,,"['unable to get the rating', 'unable to get the user rating']"
206,,,"['unable to get the rating', 'unable to get the user rating']"
207,NR,8,[]
208,NR,7.5,[]
209,,,"['unable to get the rating', 'unable to get the user rating']"
210,,,"['unable to get the rating', 'unable to get the user rating']"
211,,,"['unable to get the rating', 'unable to get the user rating']"
212,,,"['unable to get the rating', 'unable to get the user rating']"
213,,,"['unable to get the rating', 'unable to get the user rating']"
214,,,"['unable to get the rating', 'unable to get the user rating']"
215,NR,6,[]
216,NR,-,[]
217,,,"['unable to get the rating', 'unable to get the user rating']"
218,NR,,['unable to get the user rating']
219,,,"['unable to get the rating', 'unable to get the user rating']"
220,,,"['unable to get the rating', 'unable to get the user rating']"
221,,,"['unable to get the rating', 'unable to get the user rating']"
222,,,"['unable to get the rating', 'unable to get the user rating']"
223,,,"['unable to get the rating', 'unable to get the user rating']"
224,NR,-,[]
225,6,,['unable to get the user rating']
226,NR,-,[]
227,,,"['unable to get the rating', 'unable to get the user rating']"
228,,,"['unable to get the rating', 'unable to get the user rating']"
229,,,"['unable to get the rating', 'unable to get the user rating']"
230,,,"['unable to get the rating', 'unable to get the user rating']"
231,7.8,9,[]
232,,,"['unable to get the rating', 'unable to get the user rating']"
233,NR,7,[]
234,NR,7,[]
235,,,"['unable to get the rating', 'unable to get the user rating']"
236,,,"['unable to get the rating', 'unable to get the user rating']"
237,,,"['unable to get the rating', 'unable to get the user rating']"
238,,,"['unable to get the rating', 'unable to get the user rating']"
239,,,"['unable to get the rating', 'unable to get the user rating']"
240,,,"['unable to get the rating', 'unable to get the user rating']"
241,,,"['unable to get the rating', 'unable to get the user rating']"
242,,,"['unable to get the rating', 'unable to get the user rating']"
243,,,"['unable to get the rating', 'unable to get the user rating']"
244,NR,8,[]
245,6,-,[]
246,,,"['unable to get the rating', 'unable to get the user rating']"
247,NR,,['unable to get the user rating']
248,NR,-,[]
249,NR,5,[]
250,,,"['unable to get the rating', 'unable to get the user rating']"
251,NR,,['unable to get the user rating']
252,NR,,['unable to get the user rating']
253,8.2,,['unable to get the user rating']
254,NR,-,[]
255,,,"['unable to get the rating', 'unable to get the user rating']"
256,NR,8.1,[]
257,,,"['unable to get the rating', 'unable to get the user rating']"
258,,,"['unable to get the rating', 'unable to get the user rating']"
259,,,"['unable to get the rating', 'unable to get the user rating']"
260,,,"['unable to get the rating', 'unable to get the user rating']"
261,,,"['unable to get the rating', 'unable to get the user rating']"
262,,,"['unable to get the rating', 'unable to get the user rating']"
263,,,"['unable to get the rating', 'unable to get the user rating']"
264,,,"['unable to get the rating', 'unable to get the user rating']"
265,,,"['unable to get the rating', 'unable to get the user rating']"
266,,,"['unable to get the rating', 'unable to get the user rating']"
267,,,"['unable to get the rating', 'unable to get the user rating']"
268,,,"['unable to get the rating', 'unable to get the user rating']"
269,,,"['unable to get the rating', 'unable to get the user rating']"
270,,,"['unable to get the rating', 'unable to get the user rating']"
271,,,"['unable to get the rating', 'unable to get the user rating']"
272,,,"['unable to get the rating', 'unable to get the user rating']"
273,NR,-,[]
274,,,"['unable to get the rating', 'unable to get the user rating']"
275,,,"['unable to get the rating', 'unable to get the user rating']"
276,,,"['unable to get the rating', 'unable to get the user rating']"
277,,,"['unable to get the rating', 'unable to get the user rating']"
278,,,"['unable to get the rating', 'unable to get the user rating']"
279,,,"['unable to get the rating', 'unable to get the user rating']"
280,,,"['unable to get the rating', 'unable to get the user rating']"
281,,,"['unable to get the rating', 'unable to get the user rating']"
282,,,"['unable to get the rating', 'unable to get the user rating']"
283,,,"['unable to get the rating', 'unable to get the user rating']"
284,,,"['unable to get the rating', 'unable to get the user rating']"
285,NR,-,[]
286,NR,7,[]
287,NR,7,[]
288,8.5,8.4,[]
289,,,"['unable to get the rating', 'unable to get the user rating']"
290,NR,,['unable to get the user rating']
291,NR,,['unable to get the user rating']
292,,,"['unable to get the rating', 'unable to get the user rating']"
293,,,"['unable to get the rating', 'unable to get the user rating']"
294,,,"['unable to get the rating', 'unable to get the user rating']"
295,,,"['unable to get the rating', 'unable to get the user rating']"
296,,,"['unable to get the rating', 'unable to get the user rating']"
297,,,"['unable to get the rating', 'unable to get the user rating']"
298,,,"['unable to get the rating', 'unable to get the user rating']"
299,,,"['unable to get the rating', 'unable to get the user rating']"
300,,,"['unable to get the rating', 'unable to get the user rating']"
301,,,"['unable to get the rating', 'unable to get the user rating']"
302,,,"['unable to get the rating', 'unable to get the user rating']"
303,,,"['unable to get the rating', 'unable to get the user rating']"
304,NR,3,[]
305,NR,-,[]
306,,,"['unable to get the rating', 'unable to get the user rating']"
307,,,"['unable to get the rating', 'unable to get the user rating']"
308,NR,7.4,[]
309,,,"['unable to get the rating', 'unable to get the user rating']"
310,,,"['unable to get the rating', 'unable to get the user rating']"
311,,,"['unable to get the rating', 'unable to get the user rating']"
312,,,"['unable to get the rating', 'unable to get the user rating']"
313,,,"['unable to get the rating', 'unable to get the user rating']"
314,,,"['unable to get the rating', 'unable to get the user rating']"
315,,,"['unable to get the rating', 'unable to get the user rating']"
316,NR,-,[]
317,,,"['unable to get the rating', 'unable to get the user rating']"
318,,,"['unable to get the rating', 'unable to get the user rating']"
319,,,"['unable to get the rating', 'unable to get the user rating']"
320,,,"['unable to get the rating', 'unable to get the user rating']"
321,,,"['unable to get the rating', 'unable to get the user rating']"
322,,,"['unable to get the rating', 'unable to get the user rating']"
323,,,"['unable to get the rating', 'unable to get the user rating']"
324,NR,-,[]
325,,,"['unable to get the rating', 'unable to get the user rating']"
326,NR,-,[]
327,,,"['unable to get the rating', 'unable to get the user rating']"
328,,,"['unable to get the rating', 'unable to get the user rating']"
329,8,6.9,[]
330,NR,-,[]
331,NR,-,[]
332,NR,7.9,[]
333,NR,8.4,[]
334,NR,,['unable to get the user rating']
335,,,"['unable to get the rating', 'unable to get the user rating']"
336,,,"['unable to get the rating', 'unable to get the user rating']"
337,,,"['unable to get the rating', 'unable to get the user rating']"
338,,,"['unable to get the rating', 'unable to get the user rating']"
339,NR,-,[]
340,,,"['unable to get the rating', 'unable to get the user rating']"
341,,,"['unable to get the rating', 'unable to get the user rating']"
342,,,"['unable to get the rating', 'unable to get the user rating']"
343,,,"['unable to get the rating', 'unable to get the user rating']"
344,NR,5,[]
345,NR,6,[]
346,NR,-,[]
347,,,"['unable to get the rating', 'unable to get the user rating']"
348,NR,5,[]
349,,,"['unable to get the rating', 'unable to get the user rating']"
350,NR,10,[]
351,,,"['unable to get the rating', 'unable to get the user rating']"
352,NR,-,[]
353,NR,-,[]
354,,,"['unable to get the rating', 'unable to get the user rating']"
355,NR,-,[]
356,NR,-,[]
357,,,"['unable to get the rating', 'unable to get the user rating']"
358,,,"['unable to get the rating', 'unable to get the user rating']"
359,,,"['unable to get the rating', 'unable to get the user rating']"
360,,,"['unable to get the rating', 'unable to get the user rating']"
361,,,"['unable to get the rating', 'unable to get the user rating']"
362,NR,-,[]
363,NR,,['unable to get the user rating']
364,NR,,['unable to get the user rating']
365,,,"['unable to get the rating', 'unable to get the user rating']"
366,,,"['unable to get the rating', 'unable to get the user rating']"
367,,,"['unable to get the rating', 'unable to get the user rating']"
368,,,"['unable to get the rating', 'unable to get the user rating']"
369,NR,6.8,[]
370,,,"['unable to get the rating', 'unable to get the user rating']"
371,NR,9.5,[]
372,NR,5,[]
373,,,"['unable to get the rating', 'unable to get the user rating']"
374,,,"['unable to get the rating', 'unable to get the user rating']"
375,,,"['unable to get the rating', 'unable to get the user rating']"
376,,,"['unable to get the rating', 'unable to get the user rating']"
377,,,"['unable to get the rating', 'unable to get the user rating']"
378,NR,7.5,[]
379,NR,6.5,[]
380,,,"['unable to get the rating', 'unable to get the user rating']"
381,,,"['unable to get the rating', 'unable to get the user rating']"
382,,,"['unable to get the rating', 'unable to get the user rating']"
383,,,"['unable to get the rating', 'unable to get the user rating']"
384,,,"['unable to get the rating', 'unable to get the user rating']"
385,,,"['unable to get the rating', 'unable to get the user rating']"
386,NR,-,[]
387,,,"['unable to get the rating', 'unable to get the user rating']"
388,,,"['unable to get the rating', 'unable to get the user rating']"
389,,,"['unable to get the rating', 'unable to get the user rating']"
390,NR,3,[]
391,,,"['unable to get the rating', 'unable to get the user rating']"
392,NR,8,[]
393,NR,7,[]
394,NR,-,[]
395,NR,-,[]
396,NR,,['unable to get the user rating']
397,NR,8,[]
398,,,"['unable to get the rating', 'unable to get the user rating']"
399,,,"['unable to get the rating', 'unable to get the user rating']"
400,,,"['unable to get the rating', 'unable to get the user rating']"
401,,,"['unable to get the rating', 'unable to get the user rating']"
402,,,"['unable to get the rating', 'unable to get the user rating']"
403,,,"['unable to get the rating', 'unable to get the user rating']"
404,,,"['unable to get the rating', 'unable to get the user rating']"
405,,,"['unable to get the rating', 'unable to get the user rating']"
406,8.4,7.5,[]
407,NR,-,[]
408,NR,6.5,[]
409,NR,6.5,[]
410,NR,7.9,[]
411,,,"['unable to get the rating', 'unable to get the user rating']"
412,,,"['unable to get the rating', 'unable to get the user rating']"
413,NR,-,[]
414,NR,-,[]
415,,,"['unable to get the rating', 'unable to get the user rating']"
416,7.5,6.8,[]
417,7.5,7.5,[]
418,7,7.2,[]
419,,,"['unable to get the rating', 'unable to get the user rating']"
420,,,"['unable to get the rating', 'unable to get the user rating']"
421,,,"['unable to get the rating', 'unable to get the user rating']"
422,,,"['unable to get the rating', 'unable to get the user rating']"
423,,,"['unable to get the rating', 'unable to get the user rating']"
424,NR,-,[]
425,,,"['unable to get the rating', 'unable to get the user rating']"
426,,,"['unable to get the rating', 'unable to get the user rating']"
427,NR,6,[]
428,NR,6,[]
429,,,"['unable to get the rating', 'unable to get the user rating']"
430,,,"['unable to get the rating', 'unable to get the user rating']"
431,,,"['unable to get the rating', 'unable to get the user rating']"
432,,,"['unable to get the rating', 'unable to get the user rating']"
433,NR,6,[]
434,,,"['unable to get the rating', 'unable to get the user rating']"
435,,,"['unable to get the rating', 'unable to get the user rating']"
436,NR,-,[]
437,,,"['unable to get the rating', 'unable to get the user rating']"
438,,,"['unable to get the rating', 'unable to get the user rating']"
439,,,"['unable to get the rating', 'unable to get the user rating']"
440,,,"['unable to get the rating', 'unable to get the user rating']"
441,,,"['unable to get the rating', 'unable to get the user rating']"
442,,,"['unable to get the rating', 'unable to get the user rating']"
443,,,"['unable to get the rating', 'unable to get the user rating']"
444,NR,8,[]
445,4,5.5,[]
446,NR,-,[]
447,,,"['unable to get the rating', 'unable to get the user rating']"
448,NR,,['unable to get the user rating']
449,,,"['unable to get the rating', 'unable to get the user rating']"
450,,,"['unable to get the rating', 'unable to get the user rating']"
451,,,"['unable to get the rating', 'unable to get the user rating']"
452,NR,,['unable to get the user rating']
453,9,8,[]
454,NR,-,[]
455,,,"['unable to get the rating', 'unable to get the user rating']"
456,,,"['unable to get the rating', 'unable to get the user rating']"
457,,,"['unable to get the rating', 'unable to get the user rating']"
458,NR,,['unable to get the user rating']
459,NR,-,[]
460,,,"['unable to get the rating', 'unable to get the user rating']"
461,,,"['unable to get the rating', 'unable to get the user rating']"
462,,,"['unable to get the rating', 'unable to get the user rating']"
463,,,"['unable to get the rating', 'unable to get the user rating']"
464,NR,6,[]
465,,,"['unable to get the rating', 'unable to get the user rating']"
466,,,"['unable to get the rating', 'unable to get the user rating']"
467,,,"['unable to get the rating', 'unable to get the user rating']"
468,NR,7,[]
469,NR,6,[]
470,,,"['unable to get the rating', 'unable to get the user rating']"
471,NR,-,[]
472,,,"['unable to get the rating', 'unable to get the user rating']"
473,5,8,[]
474,,,"['unable to get the rating', 'unable to get the user rating']"
475,,,"['unable to get the rating', 'unable to get the user rating']"
476,,,"['unable to get the rating', 'unable to get the user rating']"
477,,,"['unable to get the rating', 'unable to get the user rating']"
478,,,"['unable to get the rating', 'unable to get the user rating']"
479,,,"['unable to get the rating', 'unable to get the user rating']"
480,,,"['unable to get the rating', 'unable to get the user rating']"
481,,,"['unable to get the rating', 'unable to get the user rating']"
482,NR,5.1,[]
483,NR,5.1,[]
484,,,"['unable to get the rating', 'unable to get the user rating']"
485,NR,2,[]
486,NR,2,[]
487,NR,2,[]
488,NR,2,[]
489,NR,3.5,[]
490,NR,3.5,[]
491,,,"['unable to get the rating', 'unable to get the user rating']"
492,NR,,['unable to get the user rating']
493,,,"['unable to get the rating', 'unable to get the user rating']"
494,NR,6,[]
495,NR,7.6,[]
496,NR,-,[]
497,NR,-,[]
498,NR,-,[]
499,7,7.8,[]
500,NR,5.6,[]
501,9,8.9,[]
502,,,"['unable to get the rating', 'unable to get the user rating']"
503,NR,7.8,[]
504,,,"['unable to get the rating', 'unable to get the user rating']"
505,NR,-,[]
506,,,"['unable to get the rating', 'unable to get the user rating']"
507,7.5,7,[]
508,NR,-,[]
509,,,"['unable to get the rating', 'unable to get the user rating']"
510,NR,8,[]
511,,,"['unable to get the rating', 'unable to get the user rating']"
512,,,"['unable to get the rating', 'unable to get the user rating']"
513,,,"['unable to get the rating', 'unable to get the user rating']"
514,,,"['unable to get the rating', 'unable to get the user rating']"
515,,,"['unable to get the rating', 'unable to get the user rating']"
516,NR,,['unable to get the user rating']
517,NR,8,[]
518,NR,8,[]
519,,,"['unable to get the rating', 'unable to get the user rating']"
520,NR,-,[]
521,,,"['unable to get the rating', 'unable to get the user rating']"
522,NR,8,[]
523,,,"['unable to get the rating', 'unable to get the user rating']"
524,,,"['unable to get the rating', 'unable to get the user rating']"
525,,,"['unable to get the rating', 'unable to get the user rating']"
526,,,"['unable to get the rating', 'unable to get the user rating']"
527,,,"['unable to get the rating', 'unable to get the user rating']"
528,,,"['unable to get the rating', 'unable to get the user rating']"
529,,,"['unable to get the rating', 'unable to get the user rating']"
530,,,"['unable to get the rating', 'unable to get the user rating']"
531,,,"['unable to get the rating', 'unable to get the user rating']"
532,,,"['unable to get the rating', 'unable to get the user rating']"
533,5,7.5,[]
534,7.3,8.2,[]
535,NR,4,[]
536,,,"['unable to get the rating', 'unable to get the user rating']"
537,7,6.5,[]
538,,,"['unable to get the rating', 'unable to get the user rating']"
539,,,"['unable to get the rating', 'unable to get the user rating']"
540,NR,-,[]
541,,,"['unable to get the rating', 'unable to get the user rating']"
542,,,"['unable to get the rating', 'unable to get the user rating']"
543,,,"['unable to get the rating', 'unable to get the user rating']"
544,,,"['unable to get the rating', 'unable to get the user rating']"
545,,,"['unable to get the rating', 'unable to get the user rating']"
546,NR,-,[]
547,,,"['unable to get the rating', 'unable to get the user rating']"
548,5.4,7.7,[]
549,6.5,7.2,[]
550,,,"['unable to get the rating', 'unable to get the user rating']"
551,NR,-,[]
552,NR,7,[]
553,,,"['unable to get the rating', 'unable to get the user rating']"
554,,,"['unable to get the rating', 'unable to get the user rating']"
555,,,"['unable to get the rating', 'unable to get the user rating']"
556,,,"['unable to get the rating', 'unable to get the user rating']"
557,NR,8.3,[]
558,,,"['unable to get the rating', 'unable to get the user rating']"
559,NR,7,[]
560,,,"['unable to get the rating', 'unable to get the user rating']"
561,NR,8,[]
562,,,"['unable to get the rating', 'unable to get the user rating']"
563,,,"['unable to get the rating', 'unable to get the user rating']"
564,,,"['unable to get the rating', 'unable to get the user rating']"
565,NR,-,[]
566,,,"['unable to get the rating', 'unable to get the user rating']"
567,NR,7,[]
568,NR,7,[]
569,NR,9,[]
570,,,"['unable to get the rating', 'unable to get the user rating']"
571,,,"['unable to get the rating', 'unable to get the user rating']"
572,,,"['unable to get the rating', 'unable to get the user rating']"
573,,,"['unable to get the rating', 'unable to get the user rating']"
574,,,"['unable to get the rating', 'unable to get the user rating']"
575,NR,,['unable to get the user rating']
576,,,"['unable to get the rating', 'unable to get the user rating']"
577,,,"['unable to get the rating', 'unable to get the user rating']"
578,,,"['unable to get the rating', 'unable to get the user rating']"
579,,,"['unable to get the rating', 'unable to get the user rating']"
580,,,"['unable to get the rating', 'unable to get the user rating']"
581,6,-,[]
582,,,"['unable to get the rating', 'unable to get the user rating']"
583,7,-,[]
584,NR,-,[]
585,7,-,[]
586,NR,-,[]
587,NR,-,[]
588,,,"['unable to get the rating', 'unable to get the user rating']"
589,,,"['unable to get the rating', 'unable to get the user rating']"
590,NR,,['unable to get the user rating']
591,,,"['unable to get the rating', 'unable to get the user rating']"
592,NR,-,[]
593,,,"['unable to get the rating', 'unable to get the user rating']"
594,,,"['unable to get the rating', 'unable to get the user rating']"
595,,,"['unable to get the rating', 'unable to get the user rating']"
596,,,"['unable to get the rating', 'unable to get the user rating']"
597,,,"['unable to get the rating', 'unable to get the user rating']"
598,,,"['unable to get the rating', 'unable to get the user rating']"
599,,,"['unable to get the rating', 'unable to get the user rating']"
600,NR,-,[]
601,,,"['unable to get the rating', 'unable to get the user rating']"
602,,,"['unable to get the rating', 'unable to get the user rating']"
603,,,"['unable to get the rating', 'unable to get the user rating']"
604,,,"['unable to get the rating', 'unable to get the user rating']"
605,,,"['unable to get the rating', 'unable to get the user rating']"
606,,,"['unable to get the rating', 'unable to get the user rating']"
607,,,"['unable to get the rating', 'unable to get the user rating']"
608,NR,7,[]
609,NR,-,[]
610,,,"['unable to get the rating', 'unable to get the user rating']"
611,4,7,[]
612,,,"['unable to get the rating', 'unable to get the user rating']"
613,,,"['unable to get the rating', 'unable to get the user rating']"
614,NR,,['unable to get the user rating']
615,,,"['unable to get the rating', 'unable to get the user rating']"
616,,,"['unable to get the rating', 'unable to get the user rating']"
617,NR,-,[]
618,NR,-,[]
619,,,"['unable to get the rating', 'unable to get the user rating']"
620,,,"['unable to get the rating', 'unable to get the user rating']"
621,,,"['unable to get the rating', 'unable to get the user rating']"
622,,,"['unable to get the rating', 'unable to get the user rating']"
623,,,"['unable to get the rating', 'unable to get the user rating']"
624,,,"['unable to get the rating', 'unable to get the user rating']"
625,,,"['unable to get the rating', 'unable to get the user rating']"
626,,,"['unable to get the rating', 'unable to get the user rating']"
627,,,"['unable to get the rating', 'unable to get the user rating']"
628,NR,-,[]
629,NR,-,[]
630,,,"['unable to get the rating', 'unable to get the user rating']"
631,,,"['unable to get the rating', 'unable to get the user rating']"
632,NR,6.6,[]
633,NR,8,[]
634,,,"['unable to get the rating', 'unable to get the user rating']"
635,,,"['unable to get the rating', 'unable to get the user rating']"
636,NR,-,[]
637,,,"['unable to get the rating', 'unable to get the user rating']"
638,4.6,-,[]
639,7,-,[]
640,NR,-,[]
641,NR,8,[]
642,,,"['unable to get the rating', 'unable to get the user rating']"
643,NR,-,[]
644,NR,6,[]
645,NR,7,[]
646,NR,6,[]
647,NR,-,[]
648,NR,-,[]
649,NR,-,[]
650,NR,-,[]
651,,,"['unable to get the rating', 'unable to get the user rating']"
652,,,"['unable to get the rating', 'unable to get the user rating']"
653,7.5,7.2,[]
654,NR,9,[]
655,NR,-,[]
656,,,"['unable to get the rating', 'unable to get the user rating']"
657,NR,10,[]
658,,,"['unable to get the rating', 'unable to get the user rating']"
659,NR,7,[]
660,NR,5,[]
661,,,"['unable to get the rating', 'unable to get the user rating']"
662,,,"['unable to get the rating', 'unable to get the user rating']"
663,,,"['unable to get the rating', 'unable to get the user rating']"
664,,,"['unable to get the rating', 'unable to get the user rating']"
665,NR,8,[]
666,,,"['unable to get the rating', 'unable to get the user rating']"
667,,,"['unable to get the rating', 'unable to get the user rating']"
668,NR,8,[]
669,NR,7,[]
670,,,"['unable to get the rating', 'unable to get the user rating']"
671,,,"['unable to get the rating', 'unable to get the user rating']"
672,NR,-,[]
673,NR,7.7,[]
674,NR,-,[]
675,NR,,['unable to get the user rating']
676,NR,8.1,[]
677,8,-,[]
678,NR,7,[]
679,,,"['unable to get the rating', 'unable to get the user rating']"
680,NR,,['unable to get the user rating']
681,,,"['unable to get the rating', 'unable to get the user rating']"
682,,,"['unable to get the rating', 'unable to get the user rating']"
683,NR,-,[]
684,NR,,['unable to get the user rating']
685,,,"['unable to get the rating', 'unable to get the user rating']"
686,NR,,['unable to get the user rating']
687,,,"['unable to get the rating', 'unable to get the user rating']"
